,R
608,260738
609,261168
610,261570
611,261958
612,262382
613,262795
614,263203
615,263641
616,264076
617,264482
618,264947
619,265398
620,265822
621,266296
622,266756
623,267167
624,267617
625,268047
626,268452
627,268891
628,269323
629,269725
630,270166
631,270651
632,271067
633,271508
634,271962
635,272392
636,272792
637,273249
638,273674
639,274027
640,274394
641,274737
642,275076
643,275427
644,275785
645,276263
646,276648
647,277034
648,277431
649,277879
650,278336
651,278764
652,279217
653,279655
654,280080
655,280521
656,280983
657,281401
658,281890
659,282385
660,282839
661,283328
662,283801
663,284263
664,284738
665,285201
666,285662
667,286101
668,286573
669,287011
670,287482
671,287949
672,288381
673,288813
674,289274
675,289682
676,290083
677,290473
678,290822
679,291178
680,291529
681,291872
682,292249
683,292781
684,293283
685,293795
686,294273
687,294718
688,295183
689,295632
690,296070
691,296526
692,296955
693,297382
694,297867
695,298299
696,298779
697,299257
698,299709
699,300156
700,300625
701,301050
702,301522
703,301974
704,302386
705,302827
706,303275
707,303675
708,304112
709,304551
710,304965
711,305432
712,305894
713,306331
714,306785
715,307255
716,307676
717,308113
718,308545
719,308955
720,309354
721,309804
722,310266
723,310684
724,311059
725,311413
726,311772
727,312149
728,312592
729,313002
730,313471
731,313945
732,314339
733,314756
734,315174
735,315564
736,315976
737,316400
738,316801
739,317252
740,317691
741,318093
742,318558
743,319014
744,319431
745,319881
746,320332
747,320743
748,321208
749,321648
750,322077
751,322530
752,322974
753,323398
754,323893
755,324343
756,324813
757,325283
758,325722
759,326150
760,326645
761,327095
762,327507
763,327984
764,328447
765,328867
766,329320
767,329756
768,330146
769,330578
770,331005
771,331413
772,331869
773,332312
774,332734
775,333201
776,333623
777,334026
778,334469
779,334896
780,335301
781,335759
782,336212
783,336625
784,337096
785,337568
786,338001
787,338463
788,338929
789,339351
790,339822
791,340275
792,340679
793,341115
794,341587
795,342005
796,342415
797,342857
798,343278
799,343684
800,344142
801,344591
802,344993
803,345450
804,345886
805,346285
806,346694
807,347115
808,347500
809,347883
810,348304
811,348727
812,349119
813,349566
814,350024
815,350439
816,350898
817,351365
818,351784
819,352246
820,352717
821,353126
822,353581
823,354038
824,354434
825,354855
826,355302
827,355708
828,356152
829,356624
830,357037
831,357467
832,357909
833,358351
834,358769
835,359228
836,359678
837,360095
838,360553
839,361011
840,361414
841,361836
842,362264
843,362665
844,363075
845,363509
846,363928
847,364319
848,364728
849,365146
850,365540
851,365986
852,366463
853,366908
854,367358
855,367808
856,368215
857,368655
858,369095
859,369508
860,369914
861,370339
862,370766
863,371169
864,371617
865,372050
866,372464
867,372925
868,373363
869,373766
870,374194
871,374627
872,375046
873,375506
874,375973
875,376396
876,376824
877,377237
878,377586
879,377950
880,378297
881,378621
882,378960
883,379297
884,379686
885,380085
886,380601
887,381094
888,381558
889,382052
890,382538
891,383007
892,383496
893,383941
894,384386
895,384830
896,385227
897,385646
898,386074
899,386474
900,386897
901,387319
902,387718
903,388187
904,388615
905,389028
906,389487
907,389965
908,390389
909,390885
910,391359
911,391797
912,392255
913,392708
914,393115
915,393598
916,394064
917,394482
918,394948
919,395376
920,395779
921,396229
922,396663
923,397051
924,397509
925,397954
926,398328
927,398688
928,399045
929,399396
930,399748
931,400147
932,400561
933,401098
934,401591
935,402079
936,402572
937,403037
938,403512
939,403967
940,404384
941,404827
942,405259
943,405664
944,406129
945,406554
946,406936
947,407339
948,407793
949,408202
950,408661
951,409172
952,409621
953,410054
954,410521
955,410944
956,411371
957,411799
958,412180
959,412592
960,413082
961,413542
962,413977
963,414443
964,414877
965,415283
966,415715
967,416169
968,416575
969,417049
970,417472
971,417905
972,418371
973,418798
974,419233
975,419678
976,420095
977,420482
978,420905
979,421358
980,421776
981,422218
982,422670
983,423081
984,423495
985,423919
986,424329
987,424718
988,425138
989,425557
990,425939
991,426372
992,426809
993,427209
994,427638
995,428093
996,428490
997,428911
998,429296
999,429645
1000,429998
1001,430352
1002,430696
1003,431122
1004,431643
1005,432129
1006,432625
1007,433102
1008,433544
1009,434023
1010,434446
1011,434861
1012,435297
1013,435762
1014,436167
1015,436629
1016,437080
1017,437486
1018,437924
1019,438371
1020,438763
1021,439175
1022,439606
1023,440014
1024,440423
1025,440901
1026,441398
1027,441835
1028,442312
1029,442777
1030,443204
1031,443661
1032,444135
1033,444536
1034,444993
1035,445443
1036,445846
1037,446290
1038,446734
1039,447137
1040,447527
1041,447981
1042,448447
1043,448859
1044,449320
1045,449781
1046,450183
1047,450643
1048,451097
1049,451497
1050,451955
1051,452399
1052,452803
1053,453220
1054,453694
1055,454129
1056,454557
1057,455005
1058,455437
1059,455829
1060,456262
1061,456687
1062,457072
1063,457488
1064,457907
1065,458293
1066,458690
1067,459135
1068,459557
1069,459968
1070,460403
1071,460857
1072,461262
1073,461746
1074,462213
1075,462627
1076,463081
1077,463560
1078,463994
1079,464451
1080,464926
1081,465361
1082,465777
1083,466239
1084,466694
1085,467104
1086,467553
1087,468001
1088,468402
1089,468835
1090,469269
1091,469663
1092,470108
1093,470561
1094,470989
1095,471382
1096,471822
1097,472247
1098,472645
1099,473084
1100,473534
1101,473940
1102,474365
1103,474807
1104,475213
1105,475622
1106,476058
1107,476437
1108,476800
1109,477154
1110,477496
1111,477844
1112,478192
1113,478544
1114,478890
1115,479239
1116,479617
1117,480143
1118,480608
1119,481066
1120,481569
1121,482028
1122,482485
1123,482990
1124,483463
1125,483869
1126,484251
1127,484623
1128,484960
1129,485307
1130,485648
1131,485992
1132,486354
1133,486735
1134,487144
1135,487673
1136,488174
1137,488645
1138,489154
1139,489628
1140,490085
1141,490560
1142,491021
1143,491506
1144,491983
1145,492411
1146,492891
1147,493355
1148,493780
1149,494255
1150,494686
1151,495077
1152,495509
1153,495947
1154,496357
1155,496819
1156,497280
1157,497696
1158,498150
1159,498581
1160,498987
1161,499457
1162,499927
1163,500341
1164,500812
1165,501262
1166,501664
1167,502095
1168,502494
1169,502880
1170,503313
1171,503794
1172,504198
1173,504657
1174,505119
1175,505535
1176,505937
1177,506315
1178,506662
1179,507003
1180,507343
1181,507685
1182,508049
1183,508556
1184,509074
1185,509538
1186,510046
1187,510545
1188,511010
1189,511480
1190,511964
1191,512411
1192,512866
1193,513311
1194,513743
1195,514154
1196,514603
1197,515045
1198,515450
1199,515913
1200,516360
1201,516778
1202,517185
1203,517576
1204,517952
1205,518360
1206,518746
1207,519175
1208,519611
1209,520014
1210,520408
1211,520802
1212,521168
1213,521535
1214,521904
1215,522295
1216,522663
1217,523023
1218,523415
1219,523794
1220,524161
1221,524523
1222,524901
1223,525272
1224,525613
1225,525977
1226,526331
1227,526665
1228,527019
1229,527367
1230,527727
1231,528087
1232,528454
1233,528846
1234,529223
1235,529598
1236,530038
1237,530505
1238,530958
1239,531448
1240,531915
1241,532313
1242,532749
1243,533184
1244,533599
1245,534075
1246,534530
1247,534992
1248,535425
1249,535828
1250,536267
1251,536739
1252,537231
1253,537708
1254,538196
1255,538580
1256,538965
1257,539350
1258,539722
1259,540116
1260,540594
1261,541089
1262,541612
1263,542120
1264,542591
1265,543085
1266,543547
1267,543965
1268,544423
1269,544865
1270,545272
1271,545684
1272,545876
1273,546120
1274,546482
1275,546863
1276,547249
1277,547606
1278,547961
1279,548332
1280,548700
1281,549080
1282,549529
1283,549999
1284,550476
1285,550946
1286,551387
1287,551818
1288,552306
1289,552774
1290,553193
1291,553651
1292,554075
1293,554474
1294,554914
1295,555353
1296,555767
1297,556225
1298,556707
1299,557096
1300,557457
1301,557819
1302,558176
1303,558551
1304,558949
1305,559442
1306,559942
1307,560447
1308,560927
1309,561429
1310,561901
1311,562340
1312,562786
1313,563246
1314,563654
1315,564089
1316,564538
1317,564960
1318,565345
1319,565716
1320,566087
1321,566441
1322,566818
1323,567238
1324,567664
1325,568196
1326,568668
1327,569129
1328,569616
1329,570068
1330,570497
1331,570955
1332,571373
1333,571779
1334,572238
1335,572726
1336,573155
1337,573636
1338,574074
1339,574534
1340,574999
1341,575427
1342,575928
1343,576416
1344,576838
1345,577295
1346,577737
1347,578111
1348,578473
1349,578841
1350,579200
1351,579586
1352,580104
1353,580573
1354,581070
1355,581535
1356,581979
1357,582461
1358,582890
1359,583301
1360,583764
1361,584215
1362,584649
1363,585119
1364,585577
1365,585993
1366,586452
1367,586880
1368,587294
1369,587736
1370,588156
1371,588561
1372,589012
1373,589433
1374,589844
1375,590311
1376,590756
1377,591182
1378,591643
1379,592101
1380,592508
1381,592961
1382,593373
1383,593765
1384,594194
1385,594620
1386,595022
1387,595488
1388,595968
1389,596380
1390,596837
1391,597315
1392,597741
1393,598165
1394,598635
1395,599060
1396,599444
1397,599851
1398,600047
1399,600265
1400,600572
1401,600923
1402,601286
1403,601682
1404,602230
1405,602724
1406,603231
1407,603736
1408,604203
1409,604699
1410,605178
1411,605616
1412,606057
1413,606503
1414,606931
1415,607346
1416,607789
1417,608242
1418,608660
1419,609129
1420,609586
1421,609999
1422,610430
1423,610850
1424,611243
1425,611671
1426,612084
1427,612492
1428,612945
1429,613386
1430,613807
1431,614262
1432,614691
1433,615082
1434,615518
1435,615924
1436,616322
1437,616747
1438,617152
1439,617521
1440,617884
1441,618247
1442,618598
1443,618976
1444,619464
1445,619938
1446,620439
1447,620928
1448,621357
1449,621827
1450,622290
1451,622715
1452,623149
1453,623618
1454,624044
1455,624446
1456,624892
1457,625326
1458,625727
1459,626164
1460,626574
1461,626974
1462,627409
1463,627839
1464,628255
1465,628721
1466,629216
1467,629658
1468,630088
1469,630523
1470,630939
1471,631365
1472,631852
1473,632309
1474,632750
1475,633206
1476,633647
1477,634055
1478,634502
1479,634949
1480,635359
1481,635790
1482,636225
1483,636624
1484,637056
1485,637517
1486,637934
1487,638322
1488,638744
1489,639156
1490,639560
1491,639973
1492,640376
1493,640741
1494,641078
1495,641424
1496,641757
1497,642098
1498,642453
1499,642815
1500,643218
1501,643627
1502,644007
1503,644401
1504,644786
1505,645149
1506,645504
1507,645952
1508,646355
1509,646736
1510,647117
1511,647505
1512,647876
1513,648247
1514,648626
1515,648997
1516,649342
1517,649689
