,R
408,134462
409,134647
410,135108
411,135423
412,135610
413,136068
414,136387
415,136583
416,137045
417,137362
418,137560
419,138026
420,138334
421,138521
422,138974
423,139294
424,139609
425,139930
426,140264
427,140587
428,140915
429,141240
430,141563
431,141898
432,142095
433,142564
434,142910
435,143230
436,143536
437,143864
438,144176
439,144495
440,144823
441,145135
442,145458
443,145791
444,146108
445,146424
446,146753
447,147075
448,147402
449,147724
450,148041
451,148366
452,148687
453,148997
454,149317
455,149645
456,149966
457,150279
458,150604
459,150932
460,151234
461,151547
462,151738
463,152195
464,152532
465,152858
466,153166
467,153491
468,153689
469,154154
470,154490
471,154802
472,155124
473,155456
474,155768
475,156099
476,156439
477,156760
478,156944
479,157424
480,157751
481,157948
482,158425
483,158748
484,158948
485,159427
486,159744
487,159936
488,160393
489,160715
490,160904
491,161355
492,161556
493,162016
494,162334
495,162638
496,162828
497,163305
498,163624
499,163950
500,164291
501,164610
502,164930
503,165265
504,165584
505,165774
506,166257
507,166450
508,166928
509,167267
510,167577
511,167774
512,168243
513,168441
514,168914
515,169111
516,169582
517,169916
518,170222
519,170539
520,170861
521,171052
522,171526
523,171864
524,172200
525,172517
526,172838
527,173035
528,173503
529,173853
530,174181
531,174496
532,174834
533,175151
534,175468
535,175805
536,176120
537,176442
538,176781
539,177107
540,177430
541,177764
542,178087
543,178403
544,178727
545,179052
546,179376
547,179696
548,180014
549,180335
550,180659
551,180975
552,181287
553,181612
554,181936
555,182251
556,182576
557,182899
558,183223
559,183551
560,183873
561,184191
562,184526
563,184847
564,185171
565,185504
566,185822
567,186145
568,186469
569,186784
570,187103
571,187437
572,187764
573,188077
574,188418
575,188753
576,189064
577,189393
578,189716
579,190035
580,190362
581,190680
582,191004
583,191333
584,191650
585,191968
586,192292
587,192616
588,192941
589,193266
590,193591
591,193907
592,194219
593,194530
594,194839
595,195154
596,195475
597,195783
598,196109
599,196309
600,196774
601,197114
602,197441
603,197756
604,198092
605,198278
606,198753
607,199102
608,199434
609,199757
610,200084
611,200273
612,200759
613,201102
614,201431
615,201755
616,202082
617,202268
618,202744
619,203087
620,203414
621,203723
622,204050
623,204367
624,204559
625,205038
626,205360
627,205551
628,206045
629,206373
630,206562
631,207049
632,207383
633,207571
634,208043
635,208378
636,208572
637,209044
638,209378
639,209570
640,210043
641,210242
642,210719
643,211039
644,211236
645,211695
646,212027
647,212224
648,212686
649,213004
650,213190
651,213650
652,213845
653,214312
654,214621
655,214821
656,215270
657,215580
658,215773
659,216253
660,216592
661,216780
662,217260
663,217593
664,217923
665,218244
666,218565
667,218889
668,219219
669,219536
670,219734
671,220210
672,220534
673,220726
674,221194
675,221387
676,221864
677,222184
678,222490
679,222811
680,223130
681,223443
682,223771
683,223959
684,224430
685,224779
686,225094
687,225405
688,225741
689,225930
690,226403
691,226754
692,227082
693,227408
694,227740
695,227927
696,228418
697,228763
698,229084
699,229395
700,229723
701,230053
702,230365
703,230696
704,231027
705,231340
706,231666
707,231991
708,232310
709,232646
710,232965
711,233282
712,233623
713,233936
714,234120
715,234596
716,234919
717,235110
718,235583
719,235908
720,236233
721,236556
722,236864
723,237181
724,237510
725,237837
726,238150
727,238484
728,238811
729,239137
730,239466
731,239791
732,240116
733,240457
734,240777
735,240969
736,241458
737,241788
738,241981
739,242450
740,242776
741,242968
742,243446
743,243764
744,244095
745,244414
746,244720
747,244915
748,245391
749,245717
750,245912
751,246385
752,246707
753,247029
754,247347
755,247665
756,247853
757,248320
758,248649
759,248842
760,249308
761,249647
762,249975
763,250283
764,250599
765,250923
766,251240
767,251556
768,251880
769,252204
770,252527
771,252842
772,253164
773,253478
774,253808
775,254135
776,254443
777,254775
778,254965
779,255432
780,255773
781,256090
782,256415
783,256747
784,256934
785,257411
786,257754
787,258069
788,258384
789,258697
790,258889
791,259358
792,259689
793,260010
794,260329
795,260658
796,260842
797,261322
798,261669
799,262001
800,262326
801,262664
802,262987
803,263177
804,263657
805,263983
806,264172
807,264658
808,264984
809,265173
810,265654
811,265852
812,266343
813,266668
814,267001
815,267339
816,267655
817,267843
818,268324
819,268520
820,268992
821,269324
822,269638
823,269831
824,270302
825,270497
826,270976
827,271315
828,271626
829,271951
830,272282
831,272603
832,272792
833,273266
834,273597
835,273789
836,274261
837,274584
838,274774
839,275249
840,275579
841,275765
842,276240
843,276441
844,276916
845,277111
846,277574
847,277908
848,278217
849,278407
850,278882
851,279213
852,279398
853,279877
854,280202
855,280396
856,280875
857,281199
858,281395
859,281862
860,282187
861,282377
862,282839
863,283035
864,283498
865,283696
866,284164
867,284403
868,284847
869,285191
870,285515
871,285839
872,286165
873,286350
874,286834
875,287179
876,287502
877,287823
878,288157
879,288487
880,288801
881,289128
882,289457
883,289784
884,290108
885,290427
886,290744
887,291077
888,291387
889,291700
890,292034
891,292349
892,292661
893,292991
894,293302
895,293625
896,293955
897,294140
898,294610
899,294953
900,295272
901,295597
902,295921
903,296239
904,296433
905,296919
906,297112
907,297594
908,297934
909,298251
910,298437
911,298924
912,299123
913,299596
914,299932
915,300255
916,300445
917,300923
918,301263
919,301452
920,301938
921,302131
922,302611
923,302938
924,303254
925,303572
926,303886
927,304198
928,304532
929,304857
930,305178
931,305525
932,305859
933,306180
934,306518
935,306844
936,307174
937,307502
938,307818
939,308013
940,308499
941,308822
942,309152
943,309483
944,309807
945,310124
946,310443
947,310768
948,311079
949,311391
950,311706
951,312019
952,312349
953,312664
954,312852
955,313328
956,313655
957,313846
958,314319
959,314639
960,314971
961,315299
962,315609
963,315936
964,316266
965,316574
966,316902
967,317231
968,317559
969,317881
970,318211
971,318401
972,318883
973,319221
974,319558
975,319876
976,320208
977,320401
978,320871
979,321220
980,321545
981,321863
982,322200
983,322520
984,322843
985,323181
986,323496
987,323683
988,324177
989,324372
990,324847
991,325178
992,325496
993,325692
994,326162
995,326491
996,326816
997,327016
998,327478
999,327810
1000,328138
1001,328458
1002,328655
1003,329130
1004,329456
1005,329786
1006,330113
1007,330443
1008,330761
1009,331095
1010,331423
1011,331735
1012,331940
1013,332412
1014,332730
1015,333045
1016,333362
1017,333682
1018,333990
1019,334311
1020,334501
1021,334976
1022,335316
1023,335652
1024,335967
1025,336305
1026,336639
1027,336957
1028,337294
1029,337621
1030,337940
1031,338280
1032,338612
1033,338941
1034,339286
1035,339612
1036,339948
1037,340280
1038,340593
1039,340786
1040,341262
1041,341594
1042,341794
1043,342259
1044,342594
1045,342784
1046,343245
1047,343576
1048,343766
1049,344236
1050,344571
1051,344762
1052,345236
1053,345562
1054,345753
1055,346210
1056,346526
1057,346716
1058,347186
1059,347499
1060,347687
1061,348153
1062,348354
1063,348820
1064,349012
1065,349472
1066,349805
1067,350116
1068,350424
1069,350743
1070,350938
1071,351397
1072,351729
1073,352049
1074,352366
1075,352558
1076,353031
1077,353236
1078,353705
1079,354041
1080,354355
1081,354544
1082,355015
1083,355209
1084,355672
1085,356002
1086,356314
1087,356638
1088,356962
1089,357277
1090,357613
1091,357930
1092,358119
1093,358611
1094,358817
1095,359288
1096,359625
1097,359940
1098,360266
1099,360588
1100,360906
1101,361229
1102,361561
1103,361874
1104,362191
1105,362517
1106,362835
1107,363154
1108,363475
1109,363797
1110,364121
1111,364446
1112,364766
1113,365081
1114,365409
1115,365736
1116,366051
1117,366384
1118,366576
1119,367046
1120,367382
1121,367700
1122,368009
1123,368200
1124,368663
1125,368862
1126,369332
1127,369672
1128,369989
1129,370306
1130,370641
1131,370972
1132,371295
1133,371620
1134,371950
1135,372271
1136,372593
1137,372915
1138,373231
1139,373570
1140,373895
1141,374212
1142,374561
1143,374898
1144,375216
1145,375558
1146,375889
1147,376077
1148,376563
1149,376752
1150,377236
1151,377585
1152,377894
1153,378209
1154,378527
1155,378845
1156,379158
1157,379478
1158,379803
1159,380119
1160,380441
1161,380760
1162,381079
1163,381411
1164,381736
1165,382061
1166,382403
1167,382729
1168,382920
1169,383410
1170,383608
1171,384108
1172,384310
1173,384806
1174,385165
1175,385504
1176,385842
1177,386179
1178,386514
1179,386859
1180,387200
1181,387543
1182,387743
1183,388238
1184,388591
1185,388778
1186,389274
1187,389476
1188,389963
1189,390156
1190,390648
1191,390990
1192,391319
1193,391507
1194,392000
1195,392344
1196,392674
1197,393017
1198,393355
1199,393686
1200,393879
1201,394365
1202,394560
1203,395056
1204,395251
1205,395734
1206,396094
1207,396424
1208,396744
1209,397068
1210,397409
1211,397734
1212,398053
1213,398247
1214,398732
1215,398919
1216,399393
1217,399592
1218,400071
1219,400406
1220,400599
1221,401071
1222,401385
1223,401675
1224,401966
1225,402159
1226,402513
1227,402709
1228,403036
1229,403229
1230,403538
1231,403802
1232,404047
1233,404236
1234,404678
1235,404978
1236,405283
1237,405595
1238,405899
1239,406083
1240,406561
1241,406872
1242,407181
1243,407504
1244,407692
1245,408172
1246,408360
1247,408829
1248,409038
1249,409503
1250,409692
1251,410160
1252,410350
1253,410811
1254,411119
1255,411407
1256,411716
1257,412020
1258,412215
1259,412666
1260,412856
1261,413313
1262,413514
1263,413952
1264,414262
1265,414558
1266,414851
1267,415042
1268,415457
1269,415645
1270,416067
1271,416283
1272,416667
1273,416860
1274,417277
1275,417487
1276,417862
1277,418133
1278,418404
1279,418685
1280,418976
1281,419163
1282,419609
1283,419935
1284,420245
1285,420564
1286,420876
1287,421066
1288,421523
1289,421844
1290,422031
1291,422481
1292,422795
1293,422978
1294,423419
1295,423728
1296,423917
1297,424345
1298,424648
1299,424842
1300,425272
1301,425470
1302,425896
1303,426098
1304,426527
1305,426721
1306,427142
1307,427330
1308,427753
1309,428050
1310,428339
1311,428626
1312,428817
1313,429248
1314,429444
1315,429863
1316,430165
1317,430460
1318,430761
1319,430949
1320,431380
1321,431676
1322,431976
1323,432271
1324,432457
1325,432877
1326,433065
1327,433474
1328,433763
1329,433950
1330,434334
1331,434620
1332,434890
1333,435079
1334,435458
1335,435735
1336,436011
1337,436205
1338,436553
1339,436821
1340,437019
1341,437375
1342,437597
1343,437853
1344,438133
1345,438400
1346,438586
1347,438990
1348,439286
1349,439472
1350,439933
1351,440256
1352,440442
1353,440952
1354,441306
1355,441485
1356,442007
1357,442355
1358,442700
1359,443033
1360,443367
1361,443564
1362,444062
1363,444256
1364,444743
1365,444937
1366,445424
1367,445617
1368,446086
1369,446409
1370,446734
1371,447053
1372,447365
1373,447561
1374,448033
1375,448367
1376,448552
1377,449028
1378,449221
1379,449691
1380,450007
1381,450193
1382,450667
1383,450987
1384,451304
1385,451501
1386,451970
1387,452153
1388,452622
1389,452814
1390,453301
1391,453628
1392,453963
1393,454160
1394,454643
1395,454976
1396,455306
1397,455498
1398,455987
1399,456180
1400,456659
1401,456994
1402,457186
1403,457665
1404,457857
1405,458342
1406,458682
1407,458867
1408,459354
1409,459695
1410,459886
1411,460353
1412,460687
1413,460878
1414,461346
1415,461683
1416,461872
1417,462341
1418,462540
1419,462981
1420,463169
1421,463625
1422,463937
1423,464248
1424,464573
1425,464914
1426,465103
1427,465625
1428,465823
1429,466353
1430,466573
1431,467065
1432,467261
1433,467780
1434,467963
1435,468443
1436,468638
1437,469112
1438,469309
1439,469781
1440,470108
1441,470439
1442,470626
1443,471105
1444,471296
1445,471806
1446,472138
1447,472472
1448,472803
1449,473136
1450,473324
1451,473816
1452,474159
1453,474354
1454,474846
1455,475187
1456,475533
1457,475723
1458,476197
1459,476389
1460,476876
1461,477075
1462,477558
1463,477902
1464,478239
1465,478432
1466,478913
1467,479106
1468,479598
1469,479797
1470,480273
1471,480467
1472,480957
1473,481152
1474,481627
1475,481818
1476,482291
1477,482492
1478,482948
1479,483142
1480,483588
1481,483887
1482,484185
1483,484464
1484,484752
1485,485054
1486,485349
1487,485643
1488,485965
1489,486287
1490,486601
1491,486937
1492,487279
1493,487613
1494,487958
1495,488310
1496,488661
1497,489006
1498,489197
1499,489709
1500,489907
1501,490398
1502,490588
1503,491055
1504,491266
1505,491722
1506,492037
1507,492226
1508,492663
1509,492979
1510,493169
1511,493599
1512,493795
1513,494243
1514,494539
1515,494848
1516,495163
1517,495484
1518,495815
1519,496008
1520,496481
1521,496675
1522,497154
1523,497349
1524,497823
1525,498016
1526,498497
1527,498692
1528,499161
1529,499488
1530,499677
1531,500118
1532,500317
1533,500748
1534,501052
1535,501348
1536,501534
1537,501967
1538,502162
1539,502583
1540,502894
1541,503082
1542,503538
1543,503860
1544,504050
1545,504522
1546,504716
1547,505188
1548,505383
1549,505894
1550,506090
1551,506594
1552,506949
1553,507146
1554,507637
1555,507992
1556,508181
1557,508676
1558,508879
1559,509370
1560,509713
1561,509904
1562,510390
1563,510732
1564,511062
1565,511251
1566,511736
1567,511933
1568,512422
1569,512760
1570,513087
1571,513286
1572,513766
1573,513965
1574,514461
1575,514792
1576,514987
1577,515476
1578,515819
1579,516152
1580,516476
1581,516668
1582,517167
1583,517506
1584,517859
1585,518192
1586,518520
1587,518722
1588,519203
1589,519407
1590,519893
1591,520225
1592,520423
1593,520892
1594,521215
1595,521532
1596,521725
1597,522188
1598,522380
1599,522816
1600,523134
1601,523326
1602,523758
1603,523958
1604,524405
1605,524726
1606,525047
1607,525237
1608,525734
1609,525931
1610,526410
1611,526615
1612,527081
1613,527416
1614,527606
1615,528057
1616,528383
1617,528570
1618,529016
1619,529338
1620,529526
1621,529995
1622,530321
1623,530512
1624,530978
1625,531298
1626,531492
1627,531938
1628,532129
1629,532590
1630,532789
1631,533236
1632,533549
1633,533863
1634,534185
1635,534516
1636,534706
1637,535197
1638,535400
1639,535896
1640,536087
1641,536572
1642,536781
1643,537245
1644,537464
1645,537912
1646,538109
1647,538565
1648,538766
1649,539224
1650,539536
1651,539849
1652,540157
1653,540476
1654,540800
1655,541127
1656,541471
1657,541814
1658,542151
1659,542503
1660,542851
1661,543202
1662,543559
1663,543897
1664,544252
1665,544600
1666,544933
1667,545274
1668,545620
1669,545971
1670,546159
1671,546667
1672,546869
1673,547358
1674,547564
1675,548044
1676,548251
1677,548723
1678,548927
1679,549383
1680,549711
1681,549902
1682,550357
1683,550677
1684,550994
1685,551191
1686,551632
1687,551830
1688,552254
1689,552445
1690,552828
1691,553104
1692,553291
1693,553637
1694,553907
1695,554167
1696,554423
1697,554683
1698,554946
1699,555142
1700,555483
1701,555762
1702,555951
1703,556321
1704,556520
1705,556892
1706,557165
1707,557435
1708,557635
1709,558017
1710,558231
1711,558608
1712,558897
1713,559204
1714,559400
1715,559826
1716,560142
1717,560465
1718,560661
1719,561141
1720,561494
1721,561835
1722,562171
1723,562361
1724,562885
1725,563228
1726,563563
1727,563753
1728,564251
1729,564586
1730,564925
1731,565251
1732,565586
1733,565923
1734,566229
1735,566536
1736,566726
1737,567132
1738,567327
1739,567775
1740,568084
1741,568387
1742,568599
1743,569032
1744,569225
1745,569685
1746,569997
1747,570314
1748,570507
1749,570958
1750,571153
1751,571569
1752,571856
1753,572143
1754,572333
1755,572745
1756,573031
1757,573318
1758,573600
1759,573790
1760,574184
1761,574388
1762,574783
1763,575080
1764,575370
1765,575566
1766,575966
1767,576262
1768,576560
1769,576872
1770,577176
1771,577364
1772,577856
1773,578045
1774,578546
1775,578872
1776,579062
1777,579541
1778,579876
1779,580061
1780,580569
1781,580936
1782,581130
1783,581646
1784,581847
1785,582354
1786,582716
1787,582911
1788,583427
1789,583617
1790,584146
1791,584490
1792,584822
1793,585162
1794,585494
1795,585823
1796,586014
1797,586522
1798,586717
1799,587190
1800,587539
1801,587861
1802,588171
1803,588365
1804,588818
1805,589011
1806,589469
1807,589789
1808,590090
1809,590388
1810,590710
1811,590905
1812,591379
1813,591721
1814,592049
1815,592369
1816,592691
1817,593017
1818,593337
1819,593681
1820,594022
1821,594352
1822,594696
1823,595057
1824,595404
1825,595732
1826,595936
1827,596430
1828,596763
1829,596951
1830,597438
1831,597763
1832,598081
1833,598410
1834,598741
1835,599087
1836,599286
1837,599792
1838,600142
1839,600499
1840,600841
1841,601194
1842,601384
1843,601911
1844,602113
1845,602640
1846,602981
1847,603163
1848,603677
1849,604018
1850,604360
1851,604684
1852,605007
1853,605214
1854,605696
1855,606023
1856,606211
1857,606690
1858,607020
1859,607345
1860,607663
1861,607975
1862,608291
1863,608617
1864,608937
1865,609255
1866,609604
1867,609933
1868,610248
1869,610445
1870,610925
1871,611113
1872,611591
1873,611932
1874,612261
1875,612574
1876,612760
1877,613233
1878,613432
1879,613890
1880,614098
1881,614561
1882,614896
1883,615224
1884,615427
1885,615924
1886,616273
1887,616468
1888,616978
1889,617322
1890,617516
1891,618019
1892,618368
1893,618707
1894,619052
1895,619388
1896,619723
1897,620087
1898,620432
1899,620776
1900,621137
1901,621489
1902,621828
1903,622170
1904,622522
1905,622866
1906,623195
1907,623546
1908,623892
1909,624216
1910,624547
1911,624885
1912,625226
1913,625566
1914,625907
1915,626250
1916,626576
1917,626919
1918,627261
1919,627586
1920,627927
1921,628268
1922,628600
1923,628937
1924,629278
1925,629605
1926,629936
1927,630275
1928,630618
1929,630947
1930,631279
1931,631611
1932,631938
1933,632272
1934,632606
1935,632932
1936,633123
1937,633606
1938,633803
1939,634289
1940,634636
1941,634955
1942,635269
1943,635589
1944,635904
1945,636213
1946,636521
1947,636842
1948,637159
1949,637467
1950,637794
1951,638114
1952,638430
1953,638625
1954,639100
1955,639432
1956,639759
1957,640094
1958,640428
1959,640755
1960,640952
1961,641450
1962,641792
1963,642128
1964,642479
1965,642818
1966,643158
1967,643502
1968,643855
1969,644194
1970,644525
1971,644879
1972,645228
1973,645557
1974,645749
1975,646226
1976,646557
1977,646880
1978,647197
1979,647520
1980,647836
1981,648153
1982,648479
1983,648792
1984,649129
1985,649468
1986,649788
