,R
1377,335424
1378,335670
1379,335921
1380,336145
1381,336390
1382,336627
1383,336835
1384,337073
1385,337263
1386,337529
1387,337753
1388,338071
1389,338281
1390,338553
1391,338777
1392,339008
1393,339228
1394,339471
1395,339738
1396,339989
1397,340242
1398,340435
1399,340610
1400,340959
1401,341142
1402,341426
1403,341648
1404,341877
1405,342122
1406,342308
1407,342621
1408,342834
1409,343082
1410,343295
1411,343512
1412,343761
1413,344018
1414,344273
1415,344521
1416,344745
1417,344995
1418,345189
1419,345451
1420,345642
1421,345927
1422,346118
1423,346403
1424,346609
1425,346933
1426,347121
1427,347407
1428,347591
1429,347846
1430,348038
1431,348329
1432,348534
1433,348841
1434,349032
1435,349318
1436,349495
1437,349771
1438,349970
1439,350255
1440,350459
1441,350724
1442,350933
1443,351206
1444,351406
1445,351691
1446,351884
1447,352155
1448,352331
1449,352624
1450,352906
1451,353180
1452,353441
1453,353659
1454,353883
1455,354110
1456,354285
1457,354583
1458,354801
1459,355092
1460,355295
1461,355601
1462,355800
1463,356116
1464,356366
1465,356550
1466,356827
1467,357052
1468,357364
1469,357572
1470,357946
1471,358124
1472,358419
1473,358600
1474,358909
1475,359185
1476,359466
1477,359713
1478,359947
1479,360163
1480,360399
1481,360605
1482,360887
1483,361074
1484,361226
1485,361610
1486,361822
1487,362142
1488,362339
1489,362594
1490,362761
1491,363043
1492,363232
1493,363530
1494,363738
1495,364070
1496,364258
1497,364527
1498,364704
1499,365003
1500,365204
1501,365501
1502,365686
1503,365987
1504,366195
1505,366477
1506,366666
1507,366962
1508,367142
1509,367404
1510,367578
1511,367906
1512,368134
1513,368450
1514,368639
1515,368919
1516,369103
1517,369367
1518,369557
1519,369876
1520,370081
1521,370401
1522,370586
1523,370896
1524,371102
1525,371400
1526,371587
1527,371883
1528,372074
1529,372404
1530,372612
1531,372928
1532,373132
1533,373273
1534,373706
1535,373898
1536,374353
1537,374584
1538,374916
1539,375168
1540,375412
1541,375662
1542,375883
1543,376160
1544,376430
1545,376680
1546,376952
1547,377244
1548,377494
1549,377742
1550,377980
1551,378234
1552,378493
1553,378788
1554,379038
1555,379322
1556,379702
1557,379898
1558,380295
1559,380487
1560,380915
1561,381119
1562,381525
1563,381717
1564,382088
1565,382304
1566,382620
1567,382803
1568,383168
1569,383451
1570,383761
1571,383952
1572,384244
1573,384439
1574,384748
1575,384946
1576,385313
1577,385515
1578,385684
1579,385887
1580,386082
1581,386288
1582,386608
1583,386805
1584,387113
1585,387307
1586,387636
1587,387844
1588,388175
1589,388365
1590,388660
1591,388834
1592,389161
1593,389384
1594,389741
1595,389941
1596,390259
1597,390455
1598,390762
1599,390947
1600,391285
1601,391483
1602,391829
1603,392027
1604,392398
1605,392599
1606,392924
1607,393102
1608,393433
1609,393656
1610,393996
1611,394234
1612,394571
1613,394763
1614,394913
1615,395352
1616,395557
1617,395930
1618,396126
1619,396325
1620,396468
1621,396585
1622,396904
1623,397091
1624,397521
1625,397718
1626,398082
1627,398314
1628,398647
1629,399037
1630,399221
1631,399576
1632,399754
1633,400143
1634,400371
1635,400771
1636,400987
1637,401310
1638,401553
1639,401839
1640,402030
1641,402348
1642,402556
1643,402724
1644,403149
1645,403357
1646,403659
1647,403844
1648,404125
1649,404331
1650,404685
1651,404899
1652,405215
1653,405460
1654,405648
1655,405929
1656,406130
1657,406428
1658,406620
1659,406896
1660,407075
1661,407450
1662,407653
1663,407973
1664,408148
1665,408325
1666,408537
1667,408951
1668,409157
1669,409507
1670,409703
1671,409996
1672,410177
1673,410500
1674,410689
1675,411030
1676,411227
1677,411548
1678,411739
1679,412042
1680,412237
1681,412539
1682,412726
1683,413027
1684,413236
1685,413609
1686,413807
1687,413979
1688,414362
1689,414539
1690,414843
1691,415105
1692,415384
1693,415655
1694,415894
1695,416153
1696,416412
1697,416680
1698,416868
1699,417132
1700,417346
1701,417497
1702,417973
1703,418178
1704,418568
1705,418782
1706,419057
1707,419280
1708,419608
1709,419895
1710,420113
1711,420416
1712,420614
1713,420898
1714,421085
1715,421391
1716,421602
1717,421932
1718,422128
1719,422462
1720,422677
1721,422877
1722,423246
1723,423427
1724,423744
1725,423946
1726,424280
1727,424496
1728,424825
1729,425022
1730,425300
1731,425487
1732,425829
1733,426037
1734,426214
1735,426624
1736,426822
1737,427124
1738,427328
1739,427632
1740,427809
1741,428095
1742,428291
1743,428620
1744,428850
1745,429169
1746,429359
1747,429610
1748,429791
1749,430116
1750,430325
1751,430684
1752,430881
1753,431196
1754,431386
1755,431555
1756,431943
1757,432138
1758,432419
1759,432619
1760,432913
1761,433113
1762,433450
1763,433656
1764,433950
1765,434142
1766,434426
1767,434634
1768,434991
1769,435219
1770,435524
1771,435713
1772,436004
1773,436189
1774,436480
1775,436696
1776,436996
1777,437194
1778,437497
1779,437710
1780,438002
1781,438200
1782,438462
1783,438649
1784,438938
1785,439135
1786,439456
1787,439679
1788,439985
1789,440179
1790,440450
1791,440643
1792,440942
1793,441146
1794,441477
1795,441678
1796,442006
1797,442199
1798,442471
1799,442675
1800,442991
1801,443183
1802,443465
1803,443684
1804,444039
1805,444241
1806,444525
1807,444715
1808,444987
1809,445164
1810,445473
1811,445692
1812,446006
1813,446215
1814,446498
1815,446688
1816,446985
1817,447177
1818,447475
1819,447669
1820,447968
1821,448165
1822,448464
1823,448666
1824,448953
1825,449142
1826,449400
1827,449589
1828,449918
1829,450140
1830,450456
1831,450639
1832,450899
1833,451104
1834,451389
1835,451577
1836,451885
1837,452076
1838,452383
1839,452578
1840,452891
1841,453097
1842,453379
1843,453545
1844,453826
1845,454032
1846,454300
1847,454510
1848,454877
1849,455064
1850,455366
1851,455547
1852,455867
1853,456072
1854,456405
1855,456605
1856,456925
1857,457129
1858,457424
1859,457616
1860,457935
1861,458125
1862,458406
1863,458605
1864,458994
1865,459210
1866,459548
1867,459722
1868,459990
1869,460188
1870,460342
1871,460793
1872,461003
1873,461357
1874,461623
1875,461878
1876,462148
1877,462392
1878,462593
1879,462881
1880,463090
1881,463396
1882,463603
1883,463797
1884,464136
1885,464323
1886,464588
1887,464784
1888,465100
1889,465312
1890,465628
1891,465816
1892,466080
1893,466278
1894,466532
1895,466727
1896,467029
1897,467229
1898,467528
1899,467724
1900,468020
1901,468230
1902,468516
1903,468708
1904,468970
1905,469162
1906,469452
1907,469678
1908,470008
1909,470201
1910,470485
1911,470660
1912,470924
1913,471133
1914,471456
1915,471678
1916,471974
1917,472164
1918,472454
1919,472649
1920,472930
1921,473125
1922,473411
1923,473604
1924,473906
1925,474128
1926,474420
1927,474625
1928,474934
1929,475110
1930,475434
1931,475707
1932,475987
1933,476276
1934,476540
1935,476741
1936,477005
1937,477245
1938,477549
1939,477757
1940,478068
1941,478273
1942,478555
1943,478764
1944,479117
1945,479305
1946,479612
1947,479803
1948,479987
1949,480410
1950,480641
1951,480985
1952,481204
1953,481475
1954,481655
1955,481975
1956,482191
1957,482484
1958,482699
1959,483086
1960,483288
1961,483631
1962,483830
1963,484111
1964,484300
1965,484605
1966,484823
1967,485147
1968,485347
1969,485627
1970,485800
1971,486098
1972,486302
1973,486628
1974,486844
1975,487122
1976,487316
1977,487629
1978,487817
1979,488120
1980,488363
1981,488580
1982,488844
1983,489100
1984,489379
1985,489639
1986,489891
1987,490078
1988,490335
1989,490551
1990,490842
1991,491051
1992,491363
1993,491562
1994,491875
1995,492060
1996,492381
1997,492579
1998,492872
1999,493060
2000,493363
2001,493573
2002,493848
2003,494046
2004,494346
2005,494528
2006,494777
2007,494964
2008,495285
2009,495505
2010,495813
2011,496007
2012,496274
2013,496456
2014,496723
2015,496926
2016,497219
2017,497424
2018,497738
2019,497940
2020,498086
2021,498473
2022,498660
2023,498950
2024,499131
2025,499399
2026,499604
2027,499920
2028,500137
2029,500445
2030,500629
2031,500903
2032,501086
2033,501343
2034,501570
2035,501931
2036,502143
2037,502433
2038,502634
2039,502890
2040,503086
2041,503383
2042,503575
2043,503880
2044,504073
2045,504374
2046,504603
2047,504901
2048,505096
2049,505334
2050,505520
2051,505824
2052,506025
2053,506351
2054,506580
2055,506855
2056,507040
2057,507306
2058,507505
2059,507685
2060,508040
2061,508239
2062,508535
2063,508749
2064,509009
2065,509199
2066,509493
2067,509717
2068,509948
2069,510163
2070,510407
2071,510686
2072,510948
2073,511200
2074,511414
2075,511629
2076,511858
2077,512050
2078,512220
2079,512573
2080,512771
2081,513066
2082,513253
2083,513524
2084,513735
2085,514022
2086,514214
2087,514481
2088,514676
2089,514969
2090,515172
2091,515473
2092,515682
2093,515935
2094,516110
2095,516368
2096,516578
2097,516894
2098,517103
2099,517404
2100,517610
2101,517887
2102,518060
2103,518342
2104,518547
2105,518839
2106,519047
2107,519341
2108,519555
2109,519868
2110,520063
2111,520347
2112,520527
2113,520786
2114,520988
2115,521299
2116,521515
2117,521848
2118,522036
2119,522311
2120,522494
2121,522792
2122,522995
2123,523310
2124,523515
2125,523816
2126,524020
2127,524289
2128,524487
2129,524795
2130,524976
2131,525264
2132,525455
2133,525766
2134,525996
2135,526298
2136,526487
2137,526740
2138,526924
2139,527194
2140,527396
2141,527694
2142,527918
2143,528215
2144,528398
2145,528677
2146,528887
2147,529157
2148,529353
2149,529618
2150,529824
2151,530110
2152,530298
2153,530595
2154,530806
2155,531067
2156,531250
2157,531497
2158,531693
2159,532004
2160,532212
2161,532524
2162,532710
2163,532905
2164,533195
2165,533426
2166,533623
2167,533912
2168,534156
2169,534389
2170,534625
2171,534894
2172,535149
2173,535385
2174,535600
2175,535831
2176,536076
2177,536316
2178,536584
2179,536857
2180,537060
2181,537318
2182,537499
2183,537809
2184,538010
2185,538197
2186,538432
2187,538840
2188,539024
2189,539326
2190,539554
2191,539817
2192,540013
2193,540292
2194,540472
2195,540779
2196,541004
2197,541325
2198,541523
2199,541797
2200,541977
2201,542264
2202,542442
2203,542769
2204,543069
2205,543337
2206,543585
2207,543795
2208,544063
2209,544337
2210,544601
2211,544843
2212,545105
2213,545344
2214,545654
2215,545854
2216,546235
2217,546421
2218,546734
2219,547019
2220,547316
2221,547593
2222,547845
2223,548093
2224,548298
2225,548531
2226,548877
2227,549126
2228,549292
2229,549742
2230,549925
2231,550323
2232,550591
2233,550751
2234,551103
2235,551298
2236,551664
2237,551953
2238,552174
2239,552471
2240,552654
2241,552931
2242,553135
2243,553328
2244,553733
2245,553927
2246,554238
2247,554445
2248,554709
2249,554898
2250,555244
2251,555427
2252,555739
2253,555949
2254,556309
2255,556522
2256,556843
2257,557014
2258,557303
2259,557505
2260,557855
2261,558065
2262,558428
2263,558673
2264,558845
2265,559178
2266,559391
2267,559696
2268,559903
2269,560225
2270,560495
2271,560700
2272,561075
2273,561279
2274,561636
2275,561819
2276,562184
2277,562526
2278,562835
2279,563115
2280,563376
2281,563646
2282,563902
2283,564174
2284,564476
2285,564765
2286,565028
2287,565290
2288,565517
2289,565874
2290,566073
2291,566428
2292,566636
2293,567028
2294,567264
2295,567602
2296,567819
2297,567948
2298,568394
2299,568631
2300,568957
2301,569251
2302,569505
2303,569758
2304,569992
2305,570239
2306,570499
2307,570754
2308,570967
2309,571238
2310,571449
2311,571788
2312,571979
2313,572260
2314,572482
2315,572744
2316,572946
2317,573266
2318,573488
2319,573867
2320,574040
2321,574382
2322,574581
2323,574943
2324,575224
2325,575497
2326,575785
2327,576035
2328,576289
2329,576548
2330,576783
2331,577016
2332,577228
2333,577535
2334,577784
2335,578211
2336,578387
2337,578739
2338,578917
2339,579264
2340,579521
2341,579835
2342,580104
2343,580356
2344,580627
2345,580854
2346,581132
2347,581405
2348,581679
2349,581957
2350,582245
2351,582531
2352,582734
2353,583082
2354,583259
2355,583664
2356,583882
2357,584303
2358,584583
2359,584766
2360,585105
2361,585325
2362,585677
2363,585968
2364,586252
2365,586525
2366,586765
2367,586959
2368,587348
2369,587515
2370,587837
2371,588036
2372,588384
2373,588607
2374,588916
2375,589183
2376,589410
2377,589659
2378,589901
2379,590185
2380,590457
2381,590722
2382,590946
2383,591296
2384,591498
2385,591857
2386,592038
2387,592396
2388,592600
2389,593004
2390,593289
2391,593542
2392,593762
2393,594013
2394,594247
2395,594510
2396,594797
2397,595040
2398,595324
2399,595554
2400,595796
2401,596061
2402,596307
2403,596532
2404,596881
2405,597097
2406,597479
2407,597678
2408,598039
2409,598256
2410,598558
2411,598863
2412,599192
2413,599491
2414,599714
2415,599992
2416,600193
2417,600452
2418,600653
2419,601063
2420,601266
2421,601667
2422,601954
2423,602239
2424,602450
2425,602726
2426,602931
2427,603345
2428,603544
2429,603938
2430,604224
2431,604400
2432,604575
2433,604960
2434,605186
2435,605559
2436,605873
2437,606138
2438,606362
2439,606654
2440,606860
2441,607288
2442,607486
2443,607873
2444,608176
2445,608472
2446,608731
2447,608969
2448,609168
2449,609510
2450,609708
2451,610114
2452,610321
2453,610684
2454,610943
2455,611223
2456,611507
2457,611799
2458,612078
2459,612363
2460,612636
2461,612903
2462,613161
2463,613403
2464,613650
2465,613889
2466,614114
2467,614421
2468,614650
2469,615031
2470,615212
2471,615545
2472,615798
2473,616036
2474,616351
2475,616631
2476,616815
2477,617127
2478,617361
2479,617646
2480,617906
2481,618102
2482,618253
2483,618631
2484,618850
2485,619181
2486,619438
2487,619674
2488,619886
2489,620138
2490,620421
2491,620693
2492,620981
2493,621196
2494,621474
2495,621730
2496,621993
2497,622258
2498,622522
