,R
1719,510844
1720,511148
1721,511454
1722,511782
1723,512052
1724,512335
1725,512623
1726,512927
1727,513236
1728,513537
1729,513840
1730,514136
1731,514419
1732,514706
1733,515003
1734,515314
1735,515624
1736,515925
1737,516222
1738,516514
1739,516798
1740,517093
1741,517396
1742,517709
1743,518013
1744,518302
1745,518597
1746,518887
1747,519176
1748,519479
1749,519789
1750,520100
1751,520396
1752,520680
1753,520977
1754,521267
1755,521560
1756,521868
1757,522174
1758,522480
1759,522768
1760,523051
1761,523352
1762,523650
1763,523951
1764,524257
1765,524563
1766,524860
1767,525144
1768,525430
1769,525732
1770,526037
1771,526335
1772,526638
1773,526940
1774,527230
1775,527515
1776,527811
1777,528120
1778,528456
1779,528729
1780,529024
1781,529319
1782,529605
1783,529891
1784,530195
1785,530505
1786,530808
1787,531109
1788,531399
1789,531693
1790,531985
1791,532278
1792,532591
1793,532901
1794,533198
1795,533492
1796,533778
1797,534073
1798,534366
1799,534665
1800,534982
1801,535290
1802,535579
1803,535868
1804,536158
1805,536454
1806,536774
1807,537057
1808,537372
1809,537668
1810,537952
1811,538240
1812,538531
1813,538836
1814,539141
1815,539447
1816,539758
1817,540049
1818,540332
1819,540620
1820,540919
1821,541229
1822,541532
1823,541834
1824,542135
1825,542440
1826,542704
1827,542998
1828,543308
1829,543618
1830,543920
1831,544220
1832,544544
1833,544799
1834,545086
1835,545387
1836,545701
1837,546005
1838,546299
1839,546594
1840,546885
1841,547172
1842,547472
1843,547781
1844,548095
1845,548394
1846,548679
1847,548974
1848,549264
1849,549558
1850,549863
1851,550169
1852,550480
1853,550770
1854,551052
1855,551352
1856,551649
1857,551948
1858,552255
1859,552559
1860,552859
1861,553144
1862,553428
1863,553729
1864,554030
1865,554330
1866,554635
1867,554937
1868,555231
1869,555517
1870,555808
1871,556114
1872,556421
1873,556723
1874,557021
1875,557318
1876,557606
1877,557891
1878,558190
1879,558501
1880,558807
1881,559108
1882,559401
1883,559695
1884,559985
1885,560271
1886,560583
1887,560894
1888,561193
1889,561488
1890,561776
1891,562068
1892,562358
1893,562654
1894,562972
1895,563282
1896,563576
1897,563866
1898,564059
1899,564351
1900,564647
1901,564949
1902,565261
1903,565567
1904,565857
1905,566144
1906,566431
1907,566733
1908,567037
1909,567341
1910,567655
1911,567954
1912,568236
1913,568524
1914,568814
1915,569120
1916,569426
1917,569726
1918,570036
1919,570324
1920,570607
1921,570899
1922,571199
1923,571513
1924,571817
1925,572116
1926,572416
1927,572704
1928,572987
1929,573281
1930,573588
1931,573901
1932,574201
1933,574493
1934,574790
1935,575081
1936,575368
1937,575671
1938,575984
1939,576291
1940,576583
1941,576875
1942,577169
1943,577457
1944,577753
1945,578060
1946,578371
1947,578672
1948,578958
1949,579251
1950,579547
1951,579840
1952,580146
1953,580453
1954,580759
1955,581051
1956,581334
1957,581628
1958,581927
1959,582228
1960,582535
1961,582841
1962,583144
1963,583430
1964,583713
1965,584016
1966,584321
1967,584655
1968,584926
1969,585223
1970,585516
1971,585800
1972,586086
1973,586397
1974,586705
1975,587006
1976,587306
1977,587599
1978,587891
1979,588177
1980,588474
1981,588788
1982,589093
1983,589390
1984,589680
1985,589971
1986,590262
1987,590555
1988,590863
1989,591179
1990,591481
1991,591771
1992,592058
1993,592352
1994,592644
1995,592942
1996,593256
1997,593565
1998,593857
1999,594145
2000,594433
2001,594730
2002,595029
2003,595333
2004,595650
2005,595950
2006,596235
2007,596523
2008,596811
2009,597113
2010,597419
2011,597720
2012,598033
2013,598326
2014,598609
2015,598899
2016,599196
2017,599509
2018,599814
2019,600114
2020,600418
2021,600704
2022,600984
2023,601275
2024,601581
2025,601891
2026,602194
2027,602492
2028,602789
2029,603094
2030,603362
2031,603662
2032,603975
2033,604284
2034,604579
2035,604872
2036,605164
2037,605451
2038,605745
2039,606050
2040,606364
2041,606669
2042,606957
2043,607250
2044,607546
2045,607837
2046,608140
2047,608447
2048,608756
2049,609050
2050,609332
2051,609627
2052,609924
2053,610218
2054,610528
2055,610831
2056,611136
2057,611423
2058,611705
2059,612005
2060,612307
2061,612609
2062,612915
2063,613215
2064,613510
2065,613794
2066,614079
2067,614387
2068,614695
2069,614999
2070,615301
2071,615594
2072,615888
2073,616173
2074,616466
2075,616780
2076,617087
2077,617382
2078,617675
2079,617967
2080,618257
2081,618548
2082,618854
2083,619169
2084,619472
2085,619766
2086,620053
2087,620368
2088,620637
2089,620931
2090,621244
2091,621554
2092,621850
2093,622141
2094,622428
2095,622727
2096,623024
2097,623323
2098,623641
2099,623949
2100,624237
2101,624520
2102,624807
2103,625108
2104,625409
2105,625710
2106,626027
2107,626324
2108,626607
2109,626895
2110,627188
2111,627495
2112,627801
2113,628103
2114,628410
2115,628698
2116,628978
2117,629267
2118,629568
2119,629880
2120,630186
2121,630488
2122,630785
2123,631072
2124,631358
2125,631652
2126,631964
2127,632275
2128,632572
2129,632868
2130,633161
2131,633445
2132,633736
2133,634040
2134,634354
2135,634660
2136,634952
2137,635247
2138,635537
2139,635824
2140,636128
2141,636435
2142,636746
2143,637043
2144,637326
2145,637621
2146,637914
2147,638211
2148,638520
2149,638828
2150,639136
2151,639424
2152,639706
2153,640006
2154,640304
2155,640603
2156,640911
2157,641214
2158,641512
2159,641795
2160,642081
2161,642389
2162,642695
2163,642996
2164,643301
2165,643597
2166,643888
2167,644172
2168,644463
2169,644775
2170,645082
2171,645411
2172,645678
2173,645971
2174,646261
2175,646551
2176,646853
2177,647167
2178,647472
2179,647768
2180,648056
2181,648351
2182,648640
2183,648931
2184,649244
2185,649553
2186,649852
