,R
1266,460486
1267,460822
1268,461159
1269,461477
1270,461794
1271,462102
1272,462413
1273,462731
1274,463054
1275,463400
1276,463715
1277,464029
1278,464343
1279,464648
1280,464978
1281,465297
1282,465627
1283,465937
1284,466237
1285,466535
1286,466839
1287,467161
1288,467476
1289,467813
1290,468117
1291,468417
1292,468723
1293,469014
1294,469346
1295,469662
1296,469990
1297,470299
1298,470594
1299,470901
1300,471196
1301,471524
1302,471855
1303,472179
1304,472491
1305,472800
1306,473110
1307,473421
1308,473761
1309,474091
1310,474421
1311,474755
1312,475061
1313,475377
1314,475710
1315,476052
1316,476391
1317,476720
1318,477039
1319,477355
1320,477658
1321,477995
1322,478336
1323,478661
1324,478981
1325,479300
1326,479607
1327,479913
1328,480254
1329,480587
1330,480900
1331,481222
1332,481541
1333,481840
1334,482149
1335,482478
1336,482809
1337,483125
1338,483439
1339,483753
1340,484052
1341,484378
1342,484707
1343,485032
1344,485338
1345,485647
1346,485959
1347,486251
1348,486574
1349,486905
1350,487237
1351,487541
1352,487845
1353,488155
1354,488452
1355,488783
1356,489111
1357,489441
1358,489752
1359,490055
1360,490369
1361,490668
1362,490997
1363,491314
1364,491645
1365,491952
1366,492255
1367,492569
1368,492870
1369,493201
1370,493528
1371,493840
1372,494159
1373,494457
1374,494765
1375,495068
1376,495395
1377,495712
1378,496035
1379,496345
1380,496638
1381,496960
1382,497271
1383,497603
1384,497928
1385,498249
1386,498559
1387,498855
1388,499163
1389,499484
1390,499800
1391,500119
1392,500424
1393,500727
1394,501028
1395,501326
1396,501647
1397,501962
1398,502274
1399,502581
1400,502892
1401,503188
1402,503483
1403,503813
1404,504132
1405,504457
1406,504762
1407,505070
1408,505375
1409,505676
1410,506004
1411,506337
1412,506661
1413,506968
1414,507285
1415,507584
1416,507879
1417,508216
1418,508535
1419,508854
1420,509162
1421,509480
1422,509780
1423,510075
1424,510430
1425,510766
1426,511090
1427,511418
1428,511738
1429,512053
1430,512364
1431,512722
1432,513060
1433,513380
1434,513708
1435,514039
1436,514342
1437,514679
1438,515034
1439,515348
1440,515662
1441,515966
1442,516277
1443,516569
1444,516886
1445,517226
1446,517534
1447,517835
1448,518136
1449,518437
1450,518733
1451,519051
1452,519384
1453,519702
1454,520004
1455,520303
1456,520616
1457,520920
1458,521242
1459,521579
1460,521898
1461,522204
1462,522507
1463,522820
1464,523121
1465,523445
1466,523779
1467,524087
1468,524398
1469,524705
1470,525012
1471,525323
1472,525648
1473,525979
1474,526292
1475,526601
1476,526911
1477,527213
1478,527545
1479,527880
1480,528223
1481,528541
1482,528849
1483,529160
1484,529459
1485,529788
1486,530101
1487,530431
1488,530740
1489,531037
1490,531342
1491,531638
1492,531965
1493,532291
1494,532613
1495,532929
1496,533225
1497,533534
1498,533828
1499,534159
1500,534492
1501,534808
1502,535128
1503,535440
1504,535745
1505,536055
1506,536401
1507,536724
1508,537049
1509,537382
1510,537685
1511,537996
1512,538320
1513,538659
1514,538988
1515,539310
1516,539638
1517,539955
1518,540260
1519,540603
1520,540947
1521,541278
1522,541607
1523,541925
1524,542241
1525,542553
1526,542886
1527,543228
1528,543544
1529,543867
1530,544188
1531,544493
1532,544817
1533,545158
1534,545497
1535,545801
1536,546124
1537,546435
1538,546722
1539,547051
1540,547379
1541,547696
1542,547994
1543,548291
1544,548597
1545,548880
1546,549197
1547,549523
1548,549845
1549,550144
1550,550447
1551,550756
1552,551053
1553,551369
1554,551698
1555,552027
1556,552338
1557,552645
1558,552966
1559,553272
1560,553600
1561,553931
1562,554259
1563,554568
1564,554869
1565,555186
1566,555481
1567,555799
1568,556124
1569,556439
1570,556745
1571,557048
1572,557354
1573,557652
1574,557972
1575,558288
1576,558600
1577,558910
1578,559198
1579,559508
1580,559804
1581,560110
1582,560426
1583,560728
1584,561037
1585,561323
1586,561622
1587,561914
1588,562217
1589,562531
1590,562832
1591,563124
1592,563415
1593,563700
1594,563985
1595,564290
1596,564586
1597,564890
1598,565186
1599,565479
1600,565769
1601,566059
1602,566360
1603,566673
1604,566986
1605,567284
1606,567591
1607,567879
1608,568168
1609,568470
1610,568792
1611,569104
1612,569413
1613,569735
1614,570037
1615,570338
1616,570652
1617,570980
1618,571293
1619,571589
1620,571890
1621,572191
1622,572476
1623,572769
1624,573103
1625,573417
1626,573716
1627,574029
1628,574333
1629,574629
1630,574928
1631,575268
1632,575526
1633,575888
1634,576218
1635,576526
1636,576829
1637,577119
1638,577453
1639,577726
1640,578064
1641,578375
1642,578666
1643,578960
1644,579242
1645,579549
1646,579868
1647,580161
1648,580372
1649,580704
1650,580997
1651,581264
1652,581563
1653,581870
1654,582167
1655,582447
1656,582736
1657,583017
1658,583306
1659,583593
1660,583896
1661,584211
1662,584505
1663,584795
1664,585086
1665,585374
1666,585664
1667,585973
1668,586282
1669,586598
1670,586886
1671,587179
1672,587473
1673,587764
1674,588066
1675,588384
1676,588700
1677,588996
1678,589299
1679,589603
1680,589905
1681,590237
1682,590565
1683,590907
1684,591227
1685,591533
1686,591851
1687,592166
1688,592496
1689,592824
1690,593148
1691,593461
1692,593768
1693,594066
1694,594379
1695,594701
1696,595013
1697,595329
1698,595635
1699,595935
1700,596244
1701,596551
1702,596882
1703,597210
1704,597529
1705,597845
1706,598138
1707,598436
1708,598747
1709,599059
1710,599369
1711,599674
1712,599967
1713,600256
1714,600545
1715,600825
1716,601147
1717,601451
1718,601758
1719,602055
1720,602355
1721,602653
1722,602938
1723,603274
1724,603606
1725,603917
1726,604242
1727,604555
1728,604856
1729,605160
1730,605514
1731,605844
1732,606148
1733,606470
1734,606779
1735,607081
1736,607391
1737,607725
1738,608062
1739,608372
1740,608695
1741,609009
1742,609299
1743,609625
1744,609958
1745,610278
1746,610582
1747,610897
1748,611195
1749,611491
1750,611813
1751,612131
1752,612459
1753,612757
1754,613062
1755,613368
1756,613658
1757,613978
1758,614303
1759,614626
1760,614920
1761,615228
1762,615533
1763,615819
1764,616130
1765,616451
1766,616781
1767,617082
1768,617389
1769,617700
1770,617980
1771,618296
1772,618619
1773,618931
1774,619231
1775,619520
1776,619821
1777,620104
1778,620398
1779,620705
1780,621022
1781,621315
1782,621605
1783,621896
1784,622190
1785,622483
1786,622805
1787,623114
1788,623422
1789,623722
1790,624014
1791,624314
1792,624602
1793,624909
1794,625218
1795,625522
1796,625821
1797,626115
1798,626409
1799,626700
1800,627010
1801,627313
1802,627624
1803,627923
1804,628209
1805,628506
1806,628788
1807,629088
1808,629404
1809,629705
1810,630000
1811,630290
1812,630571
1813,630854
1814,631152
1815,631454
1816,631759
1817,632039
1818,632340
1819,632626
1820,632904
1821,633208
1822,633513
1823,633820
1824,634127
1825,634420
1826,634718
1827,635009
1828,635287
1829,635604
1830,635915
1831,636219
1832,636514
1833,636816
1834,637113
1835,637395
1836,637648
1837,638043
1838,638375
1839,638686
1840,639006
1841,639313
1842,639606
1843,639942
1844,640261
1845,640567
1846,640854
1847,641152
1848,641438
1849,641705
1850,642004
1851,642309
1852,642605
1853,642879
1854,643158
1855,643437
1856,643713
1857,643971
1858,644273
1859,644567
1860,644852
1861,645124
1862,645395
1863,645669
1864,645942
1865,646208
1866,646504
1867,646801
1868,647079
1869,647352
1870,647624
1871,647893
1872,648146
1873,648421
1874,648709
1875,648993
1876,649261
1877,649523
1878,649783
