,R
306,99134
307,99471
308,99807
309,100118
310,100442
311,100788
312,101148
313,101518
314,101883
315,102229
316,102559
317,102909
318,103301
319,103667
320,104041
321,104409
322,104778
323,105123
324,105503
325,105898
326,106288
327,106631
328,106977
329,107366
330,107775
331,108153
332,108537
333,108920
334,109289
335,109668
336,110064
337,110432
338,110787
339,111136
340,111470
341,111833
342,112226
343,112616
344,112955
345,113305
346,113672
347,114059
348,114403
349,114738
350,115082
351,115428
352,115764
353,116121
354,116532
355,116909
356,117279
357,117652
358,117990
359,118363
360,118759
361,119140
362,119485
363,119850
364,120223
365,120603
366,121005
367,121402
368,121770
369,122119
370,122470
371,122810
372,123138
373,123484
374,123883
375,124248
376,124645
377,125032
378,125416
379,125788
380,126116
381,126452
382,126812
383,127168
384,127564
385,127955
386,128310
387,128677
388,129049
389,129448
390,129819
391,130184
392,130539
393,130871
394,131233
395,131632
396,132012
397,132382
398,132722
399,133078
400,133465
401,133835
402,134207
403,134569
404,134904
405,135251
406,135616
407,135978
408,136354
409,136724
410,137058
411,137406
412,137757
413,138100
414,138461
415,138818
416,139173
417,139530
418,139875
419,140237
420,140573
421,140921
422,141278
423,141639
424,141974
425,142336
426,142713
427,143070
428,143397
429,143708
430,144035
431,144355
432,144680
433,144989
434,145315
435,145687
436,146066
437,146453
438,146824
439,147192
440,147539
441,147873
442,148192
443,148520
444,148888
445,149302
446,149687
447,150032
448,150386
449,150780
450,151179
451,151573
452,151932
453,152288
454,152665
455,153053
456,153431
457,153786
458,154088
459,154381
460,154683
461,155006
462,155320
463,155634
464,155941
465,156227
466,156499
467,156773
468,157052
469,157340
470,157616
471,157896
472,158171
473,158433
474,158691
475,158938
476,159202
477,159484
478,159785
479,160122
480,160482
481,160654
482,161075
483,161416
484,161750
485,162076
486,162425
487,162779
488,162955
489,163369
490,163708
491,164068
492,164415
493,164736
494,165061
495,165402
496,165753
497,166100
498,166419
499,166725
500,167029
501,167361
502,167696
503,168040
504,168401
505,168770
506,169111
507,169437
508,169757
509,170091
510,170466
511,170824
512,171158
513,171484
514,171830
515,172200
516,172563
517,172909
518,173258
519,173599
520,173919
521,174234
522,174557
523,174888
524,175187
525,175490
526,175783
527,176070
528,176383
529,176700
530,177016
531,177330
532,177617
533,177888
534,178186
535,178495
536,178832
537,179177
538,179502
539,179810
540,180122
541,180442
542,180781
543,181141
544,181501
545,181831
546,182146
547,182464
548,182784
549,183104
550,183435
551,183777
552,184117
553,184431
554,184751
555,185091
556,185453
557,185806
558,186148
559,186495
560,186821
561,187148
562,187508
563,187851
564,188209
565,188549
566,188871
567,189197
568,189514
569,189834
570,190151
571,190481
572,190787
573,191105
574,191451
575,191814
576,192181
577,192549
578,192904
579,193232
580,193566
581,193912
582,194255
583,194606
584,194956
585,195281
586,195604
587,195962
588,196323
589,196685
590,197050
591,197399
592,197735
593,198069
594,198412
595,198763
596,199135
597,199484
598,199803
599,200137
600,200495
601,200856
602,201216
603,201548
604,201858
605,202167
606,202479
607,202778
608,203083
609,203388
610,203682
611,203971
612,204264
613,204577
614,204917
615,205294
616,205666
617,206010
618,206359
619,206703
620,207067
621,207461
622,207831
623,208182
624,208530
625,208889
626,209250
627,209614
628,209970
629,210305
630,210642
631,210989
632,211353
633,211714
634,212080
635,212421
636,212755
637,213115
638,213473
639,213828
640,214184
641,214524
642,214817
643,215131
644,215477
645,215842
646,216204
647,216534
648,216849
649,217159
650,217486
651,217812
652,218136
653,218463
654,218793
655,219122
656,219450
657,219789
658,220142
659,220517
660,220877
661,221225
662,221597
663,221990
664,222392
665,222773
666,223138
667,223497
668,223843
669,224204
670,224563
671,224898
672,225229
673,225549
674,225857
675,226176
676,226496
677,226821
678,227130
679,227420
680,227719
681,228014
682,228338
683,228677
684,229005
685,229332
686,229669
687,229987
688,230288
689,230594
690,230926
691,231266
692,231610
693,231944
694,232246
695,232565
696,232910
697,233259
698,233596
699,233921
700,234243
701,234569
702,234891
703,235228
704,235577
705,235934
706,236268
707,236594
708,236909
709,237236
710,237582
711,237933
712,238245
713,238565
714,238896
715,239256
716,239617
717,239960
718,240279
719,240574
720,240863
721,241171
722,241514
723,241866
724,242232
725,242598
726,242961
727,243304
728,243662
729,244021
730,244356
731,244698
732,245030
733,245367
734,245723
735,246073
736,246414
737,246748
738,247045
739,247339
740,247637
741,247951
742,248257
743,248563
744,248862
745,249161
746,249457
747,249743
748,250043
749,250353
750,250653
751,250959
752,251236
753,251519
754,251813
755,252118
756,252475
757,252829
758,253162
759,253472
760,253762
761,254064
762,254357
763,254669
764,254996
765,255307
766,255614
767,255919
768,256105
769,256508
770,256810
771,257112
772,257403
773,257583
774,257959
775,258138
776,258533
777,258715
778,259127
779,259418
780,259601
781,259991
782,260167
783,260596
784,260888
785,261167
786,261479
787,261667
788,262044
789,262314
790,262577
791,262749
792,262918
793,263355
794,263646
795,263825
796,264211
797,264385
798,264759
799,265041
800,265336
801,265523
802,265932
803,266211
804,266387
805,266557
806,266939
807,267120
808,267492
809,267761
810,267946
811,268130
812,268507
813,268678
814,269003
815,269191
816,269526
817,269719
818,270043
819,270225
820,270547
821,270721
822,271027
823,271192
824,271515
825,271687
826,272046
827,272220
828,272579
829,272749
830,273080
831,273242
832,273592
833,273767
834,274133
835,274313
836,274683
837,274849
838,275191
839,275361
840,275687
841,275876
842,276204
843,276380
844,276719
845,276897
846,277226
847,277390
848,277719
849,277883
850,278233
851,278414
852,278770
853,278942
854,279270
855,279430
856,279740
857,279900
858,280228
859,280401
860,280728
861,280901
862,281224
863,281389
864,281707
865,281866
866,282203
867,282362
868,282714
869,282884
870,283228
871,283401
872,283714
873,283872
874,284183
875,284353
876,284690
877,284862
878,285200
879,285364
880,285694
881,285848
882,286168
883,286331
884,286663
885,286830
886,287182
887,287355
888,287720
889,287882
890,288230
891,288389
892,288744
893,288916
894,289296
895,289477
896,289830
897,289996
898,290318
899,290487
900,290817
901,290993
902,291330
903,291509
904,291843
905,292014
906,292336
907,292503
908,292835
909,293002
910,293365
911,293539
912,293921
913,294108
914,294443
915,294622
916,294948
917,295133
918,295466
919,295665
920,296005
921,296184
922,296534
923,296701
924,297054
925,297223
926,297611
927,297789
928,298206
929,298385
930,298793
931,298961
932,299365
933,299539
934,299996
935,300180
936,300609
937,300786
938,301211
939,301387
940,301826
941,302009
942,302442
943,302631
944,303032
945,303209
946,303575
947,303753
948,304158
949,304343
950,304782
951,304967
952,305378
953,305550
954,305972
955,306162
956,306598
957,306790
958,307187
959,307378
960,307750
961,307931
962,308343
963,308531
964,308961
965,309157
966,309569
967,309742
968,310134
969,310326
970,310721
971,310919
972,311314
973,311497
974,311872
975,312048
976,312215
977,312638
978,312815
979,313216
980,313398
981,313583
982,313994
983,314152
984,314546
985,314722
986,315115
987,315317
988,315692
989,315880
990,316221
991,316392
992,316749
993,316933
994,317315
995,317493
996,317873
997,318049
998,318436
999,318609
1000,318997
1001,319176
1002,319583
1003,319781
1004,320165
1005,320343
1006,320689
1007,320949
1008,321140
1009,321324
1010,321758
1011,321945
1012,322330
1013,322512
1014,322885
1015,323064
1016,323472
1017,323673
1018,324066
1019,324349
1020,324616
1021,324877
1022,325060
1023,325229
1024,325622
1025,325910
1026,326191
1027,326463
1028,326644
1029,327026
1030,327201
1031,327578
1032,327798
1033,328157
1034,328438
1035,328621
1036,328790
1037,329208
1038,329390
1039,329766
1040,329977
1041,330368
1042,330650
1043,330946
1044,331240
1045,331550
1046,331727
1047,332173
1048,332514
1049,332837
1050,333164
1051,333515
1052,333836
1053,334166
1054,334515
1055,334854
1056,335177
1057,335496
1058,335796
1059,336107
1060,336422
1061,336750
1062,337067
1063,337361
1064,337655
1065,337947
1066,338235
1067,338551
1068,338874
1069,339186
1070,339505
1071,339819
1072,340122
1073,340437
1074,340780
1075,341115
1076,341456
1077,341799
1078,342110
1079,342430
1080,342773
1081,343110
1082,343449
1083,343772
1084,344088
1085,344406
1086,344704
1087,345022
1088,345357
1089,345683
1090,346011
1091,346322
1092,346615
1093,346899
1094,347169
1095,347457
1096,347753
1097,347955
1098,348121
1099,348514
1100,348695
1101,349047
1102,349247
1103,349589
1104,349772
1105,350124
1106,350322
1107,350657
1108,350904
1109,351083
1110,351245
1111,351652
1112,351850
1113,352243
1114,352514
1115,352780
1116,352956
1117,353107
1118,353546
1119,353743
1120,354156
1121,354350
1122,354748
1123,355013
1124,355273
1125,355537
1126,355810
1127,356114
1128,356424
1129,356611
1130,357013
1131,357301
1132,357572
1133,357875
1134,358213
1135,358410
1136,358830
1137,359135
1138,359417
1139,359603
1140,359769
1141,360202
1142,360397
1143,360817
1144,361113
1145,361386
1146,361564
1147,361721
1148,362144
1149,362335
1150,362777
1151,363076
1152,363365
1153,363646
1154,363922
1155,364198
1156,364482
1157,364788
1158,365084
1159,365375
1160,365676
1161,365969
1162,366246
1163,366521
1164,366816
1165,367131
1166,367442
1167,367732
1168,368015
1169,368302
1170,368594
1171,368896
1172,369202
1173,369504
1174,369794
1175,370090
1176,370399
1177,370704
1178,371019
1179,371348
1180,371665
1181,371991
1182,372305
1183,372594
1184,372922
1185,373279
1186,373628
1187,373941
1188,374246
1189,374526
1190,374816
1191,375130
1192,375473
1193,375803
1194,376161
1195,376517
1196,376842
1197,377189
1198,377550
1199,377769
1200,378246
1201,378447
1202,378856
1203,379154
1204,379454
1205,379791
1206,379989
1207,380163
1208,380625
1209,380802
1210,381244
1211,381422
1212,381587
1213,382055
1214,382255
1215,382722
1216,382901
1217,383325
1218,383507
1219,383962
1220,384153
1221,384651
1222,384834
1223,385283
1224,385466
1225,385927
1226,386109
1227,386609
1228,386797
1229,387278
1230,387456
1231,387908
1232,388105
1233,388592
1234,388792
1235,389252
1236,389598
1237,389919
1238,390108
1239,390289
1240,390780
1241,390977
1242,391457
1243,391653
1244,391821
1245,392256
1246,392450
1247,392911
1248,393111
1249,393573
1250,393902
1251,394083
1252,394525
1253,394868
1254,395075
1255,395262
1256,395715
1257,395911
1258,396343
1259,396528
1260,396977
1261,397172
1262,397648
1263,397996
1264,398180
1265,398358
1266,398815
1267,399000
1268,399493
1269,399869
1270,400210
1271,400565
1272,400759
1273,401234
1274,401621
1275,401980
1276,402358
1277,402552
1278,403003
1279,403354
1280,403563
1281,403755
1282,404238
1283,404438
1284,404874
1285,405059
1286,405507
1287,405730
1288,406196
1289,406537
1290,406733
1291,406911
1292,407349
1293,407531
1294,407994
1295,408326
1296,408524
1297,408707
1298,409137
1299,409310
1300,409759
1301,409952
1302,410410
1303,410603
1304,411048
1305,411228
1306,411647
1307,411830
1308,412275
1309,412468
1310,412937
1311,413117
1312,413545
1313,413724
1314,414181
1315,414375
1316,414854
1317,415043
1318,415490
1319,415669
1320,416125
1321,416321
1322,416783
1323,416978
1324,417433
1325,417616
1326,418055
1327,418235
1328,418700
1329,418900
1330,419368
1331,419551
1332,419996
1333,420172
1334,420622
1335,420819
1336,421291
1337,421475
1338,421926
1339,422109
1340,422540
1341,422720
1342,423197
1343,423385
1344,423846
1345,424031
1346,424473
1347,424653
1348,425135
1349,425330
1350,425800
1351,425984
1352,426415
1353,426598
1354,427040
1355,427235
1356,427682
1357,428029
1358,428376
1359,428567
1360,428996
1361,429334
1362,429690
1363,430034
1364,430234
1365,430676
1366,431023
1367,431370
1368,431729
1369,432092
1370,432449
1371,432794
1372,433157
1373,433354
1374,433827
1375,434228
1376,434601
1377,434967
1378,435333
1379,435527
1380,436007
1381,436394
1382,436598
1383,437054
1384,437425
1385,437617
1386,438091
1387,438296
1388,438754
1389,438974
1390,439408
1391,439596
1392,439780
1393,440248
1394,440447
1395,440928
1396,441116
1397,441568
1398,441749
1399,442204
1400,442402
1401,442881
1402,443072
1403,443535
1404,443716
1405,444163
1406,444354
1407,444823
1408,445186
1409,445386
1410,445817
1411,446000
1412,446447
1413,446651
1414,447085
1415,447286
1416,447679
1417,447867
1418,448294
1419,448625
1420,448824
1421,449288
1422,449497
1423,449961
1424,450140
1425,450571
1426,450762
1427,451233
1428,451593
1429,451792
1430,452236
1431,452585
1432,452777
1433,453263
1434,453460
1435,453954
1436,454149
1437,454605
1438,454794
1439,455269
1440,455470
1441,455958
1442,456156
1443,456607
1444,456789
1445,457256
1446,457462
1447,457939
1448,458137
1449,458600
1450,458785
1451,459217
1452,459543
1453,459895
1454,460098
1455,460583
1456,460935
1457,461270
1458,461646
1459,462055
1460,462436
1461,462826
1462,463210
1463,463594
1464,463964
1465,464358
1466,464753
1467,465135
1468,465504
1469,465879
1470,466295
1471,466701
1472,467086
1473,467452
1474,467844
1475,468248
1476,468625
1477,469011
1478,469379
1479,469758
1480,470139
1481,470523
1482,470923
1483,471280
1484,471630
1485,472017
1486,472405
1487,472777
1488,473161
1489,473528
1490,473893
1491,474239
1492,474595
1493,474987
1494,475404
1495,475811
1496,476210
1497,476609
1498,477011
1499,477417
1500,477810
1501,478186
1502,478548
1503,478946
1504,479350
1505,479741
1506,480157
1507,480525
1508,480891
1509,481278
1510,481684
1511,482100
1512,482465
1513,482856
1514,483247
1515,483657
1516,484024
1517,484387
1518,484754
1519,485114
1520,485451
1521,485814
1522,486203
1523,486575
1524,486920
1525,487281
1526,487632
1527,488036
1528,488404
1529,488777
1530,489159
1531,489515
1532,489903
1533,490297
1534,490658
1535,491007
1536,491365
1537,491725
1538,492105
1539,492498
1540,492881
1541,493242
1542,493581
1543,493930
1544,494290
1545,494664
1546,495055
1547,495412
1548,495772
1549,496151
1550,496537
1551,496929
1552,497312
1553,497671
1554,498015
1555,498354
1556,498710
1557,499063
1558,499430
1559,499793
1560,500132
1561,500498
1562,500893
1563,501269
1564,501647
1565,502007
1566,502351
1567,502721
1568,503121
1569,503523
1570,503919
1571,504293
1572,504701
1573,505109
1574,505518
1575,505915
1576,506283
1577,506658
1578,507039
1579,507438
1580,507860
1581,508242
1582,508633
1583,509017
1584,509414
1585,509828
1586,510218
1587,510603
1588,510953
1589,511348
1590,511749
1591,512125
1592,512474
1593,512787
1594,513098
1595,513402
1596,513721
1597,514036
1598,514337
1599,514636
1600,514928
1601,515230
1602,515532
1603,515843
1604,516145
1605,516453
1606,516779
1607,516966
1608,517393
1609,517707
1610,517903
1611,518363
1612,518712
1613,518900
1614,519327
1615,519526
1616,519948
1617,520159
1618,520592
1619,520784
1620,520961
1621,521410
1622,521581
1623,522038
1624,522222
1625,522692
1626,522886
1627,523339
1628,523512
1629,523932
1630,524111
1631,524593
1632,524792
1633,525253
1634,525436
1635,525885
1636,526060
1637,526517
1638,526709
1639,527179
1640,527372
1641,527798
1642,527974
1643,528381
1644,528564
1645,529019
1646,529210
1647,529671
1648,529847
1649,530284
1650,530461
1651,530923
1652,531116
1653,531590
1654,531779
1655,532223
1656,532398
1657,532810
1658,532997
1659,533447
1660,533637
1661,534071
1662,534246
1663,534634
1664,534815
1665,535257
1666,535442
1667,535903
1668,536087
1669,536518
1670,536698
1671,537159
1672,537357
1673,537823
1674,538016
1675,538457
1676,538638
1677,539065
1678,539257
1679,539703
1680,540036
1681,540229
1682,540420
1683,540870
1684,541055
1685,541489
1686,541810
1687,542006
1688,542194
1689,542661
1690,542836
1691,543274
1692,543449
1693,543906
1694,544110
1695,544571
1696,544770
1697,545195
1698,545374
1699,545788
1700,545986
1701,546165
1702,546631
1703,546813
1704,547268
1705,547444
1706,547863
1707,548044
1708,548506
1709,548697
1710,549133
1711,549313
1712,549737
1713,549915
1714,550357
1715,550551
1716,550993
1717,551181
1718,551597
1719,551774
1720,552196
1721,552382
1722,552839
1723,553033
1724,553492
1725,553677
1726,554115
1727,554299
1728,554758
1729,554954
1730,555425
1731,555613
1732,556035
1733,556218
1734,556678
1735,556879
1736,557337
1737,557527
1738,557973
1739,558173
1740,558593
1741,558775
1742,559248
1743,559451
1744,559923
1745,560105
1746,560287
1747,560730
1748,560919
1749,561382
1750,561582
1751,561759
1752,562230
1753,562410
1754,562879
1755,563065
1756,563243
1757,563759
1758,564145
1759,564497
1760,564687
1761,564853
1762,565339
1763,565756
1764,565959
1765,566139
1766,566620
1767,566798
1768,566969
1769,567457
1770,567850
1771,568197
1772,568562
1773,568757
1774,568930
1775,569392
1776,569787
1777,570197
1778,570594
1779,570977
1780,571390
1781,571770
1782,572127
1783,572496
1784,572898
1785,573260
1786,573649
1787,574070
1788,574479
1789,574893
1790,575311
1791,575737
1792,576185
1793,576618
1794,577058
1795,577458
1796,577858
1797,578240
1798,578656
1799,579103
1800,579528
1801,579873
1802,580227
1803,580604
1804,580952
1805,581292
1806,581505
1807,581686
1808,582134
1809,582480
1810,582836
1811,583183
1812,583391
1813,583578
1814,584064
1815,584460
1816,584865
1817,585074
1818,585266
1819,585778
1820,586184
1821,586376
1822,586550
1823,587071
1824,587510
1825,587713
1826,587897
1827,588394
1828,588831
1829,589023
1830,589216
1831,589757
1832,589948
1833,590128
1834,590618
1835,591021
1836,591216
1837,591396
1838,591926
1839,592352
1840,592541
1841,592712
1842,593213
1843,593646
1844,593850
1845,594033
1846,594550
1847,594966
1848,595155
1849,595323
1850,595846
1851,596305
1852,596500
1853,596681
1854,597174
1855,597364
1856,597537
1857,598061
1858,598523
1859,598719
1860,598900
1861,599388
1862,599565
1863,599737
1864,600277
1865,600707
1866,600906
1867,601078
1868,601572
1869,601984
1870,602185
1871,602372
1872,602902
1873,603298
1874,603487
1875,603658
1876,604146
1877,604570
1878,604773
1879,604958
1880,605452
1881,605834
1882,606024
1883,606203
1884,606699
1885,607133
1886,607330
1887,607521
1888,607993
1889,608179
1890,608353
1891,608853
1892,609042
1893,609229
1894,609708
1895,609895
1896,610319
1897,610510
1898,610682
1899,611163
1900,611355
1901,611528
1902,611988
1903,612166
1904,612630
1905,612822
1906,613029
1907,613516
1908,613704
1909,614170
1910,614511
1911,614694
1912,615159
1913,615527
1914,615730
1915,616211
1916,616564
1917,616750
1918,616931
1919,617447
1920,617876
1921,618074
1922,618560
1923,618757
1924,618940
1925,619451
1926,619877
1927,620082
1928,620275
1929,620775
1930,621146
1931,621340
1932,621523
1933,622062
1934,622475
1935,622845
1936,623040
1937,623224
1938,623724
1939,624132
1940,624339
1941,624521
1942,625017
1943,625370
1944,625559
1945,626017
1946,626238
1947,626675
1948,626983
1949,627318
1950,627629
1951,627831
1952,628008
1953,628493
1954,628697
1955,629117
1956,629405
1957,629680
1958,629971
1959,630258
1960,630568
1961,630774
1962,630950
1963,631401
1964,631585
1965,631982
1966,632305
1967,632510
1968,632695
1969,633131
1970,633326
1971,633703
1972,633883
1973,634048
1974,634470
1975,634660
1976,635076
1977,635269
1978,635655
1979,635836
1980,636227
1981,636406
1982,636840
1983,637038
1984,637473
1985,637662
1986,638078
1987,638257
1988,638661
1989,638856
1990,639301
1991,639491
1992,639899
1993,640085
1994,640262
1995,640692
1996,640877
1997,641308
1998,641617
1999,641807
2000,641989
2001,642400
2002,642572
2003,642969
2004,643157
2005,643560
2006,643761
2007,644140
2008,644413
2009,644600
2010,644768
2011,645187
2012,645388
2013,645801
2014,645996
2015,646177
2016,646616
2017,646915
2018,647223
2019,647570
2020,647778
2021,648265
2022,648622
2023,648968
2024,649162
2025,649340
2026,649791
