,R
1277,349454
1278,349729
1279,350010
1280,350288
1281,350562
1282,350836
1283,351109
1284,351386
1285,351656
1286,351924
1287,352204
1288,352470
1289,352646
1290,353001
1291,353268
1292,353539
1293,353805
1294,354071
1295,354347
1296,354618
1297,354885
1298,355154
1299,355424
1300,355696
1301,355965
1302,356229
1303,356507
1304,356774
1305,357035
1306,357309
1307,357488
1308,357846
1309,358121
1310,358390
1311,358666
1312,358937
1313,359205
1314,359476
1315,359743
1316,360015
1317,360251
1318,360550
1319,360826
1320,361094
1321,361356
1322,361630
1323,361897
1324,362171
1325,362443
1326,362712
1327,362990
1328,363265
1329,363530
1330,363803
1331,364075
1332,364350
1333,364619
1334,364886
1335,365163
1336,365429
1337,365690
1338,365964
1339,366225
1340,366498
1341,366770
1342,367038
1343,367318
1344,367589
1345,367857
1346,368131
1347,368402
1348,368676
1349,368942
1350,369211
1351,369489
1352,369760
1353,370019
1354,370293
1355,370562
1356,370839
1357,371107
1358,371373
1359,371652
1360,371926
1361,372191
1362,372467
1363,372737
1364,373011
1365,373282
1366,373549
1367,373830
1368,374098
1369,374269
1370,374636
1371,374905
1372,375176
1373,375444
1374,375710
1375,375987
1376,376259
1377,376523
1378,376797
1379,377071
1380,377343
1381,377526
1382,377885
1383,378164
1384,378428
1385,378690
1386,378964
1387,379228
1388,379498
1389,379771
1390,380038
1391,380310
1392,380583
1393,380853
1394,381122
1395,381304
1396,381661
1397,381935
1398,382201
1399,382470
1400,382737
1401,383003
1402,383274
1403,383533
1404,383802
1405,384078
1406,384344
1407,384614
1408,384895
1409,385074
1410,385439
1411,385714
1412,385984
1413,386261
1414,386528
1415,386797
1416,387070
1417,387336
1418,387601
1419,387864
1420,388134
1421,388410
1422,388677
1423,388853
1424,389222
1425,389497
1426,389762
1427,390032
1428,390298
1429,390567
1430,390835
1431,391100
1432,391374
1433,391643
1434,391910
1435,392180
1436,392449
1437,392633
1438,392994
1439,393264
1440,393540
1441,393813
1442,394079
1443,394346
1444,394617
1445,394894
1446,395163
1447,395434
1448,395712
1449,395985
1450,396254
1451,396525
1452,396796
1453,397075
1454,397339
1455,397609
1456,397887
1457,398161
1458,398431
1459,398611
1460,398966
1461,399244
1462,399513
1463,399780
1464,400048
1465,400313
1466,400580
1467,400842
1468,401107
1469,401378
1470,401639
1471,401905
1472,402176
1473,402445
1474,402708
1475,402975
1476,403241
1477,403517
1478,403788
1479,404059
1480,404336
1481,404610
1482,404884
1483,405056
1484,405429
1485,405709
1486,405977
1487,406250
1488,406529
1489,406806
1490,407077
1491,407254
1492,407614
1493,407895
1494,408166
1495,408431
1496,408706
1497,408977
1498,409238
1499,409504
1500,409775
1501,409955
1502,410313
1503,410581
1504,410858
1505,411128
1506,411395
1507,411669
1508,411937
1509,412117
1510,412482
1511,412749
1512,413025
1513,413295
1514,413559
1515,413827
1516,414093
1517,414363
1518,414633
1519,414902
1520,415178
1521,415449
1522,415716
1523,415992
1524,416262
1525,416538
1526,416815
1527,417084
1528,417364
1529,417635
1530,417901
1531,418173
1532,418442
1533,418715
1534,418987
1535,419257
1536,419533
1537,419711
1538,420067
1539,420341
1540,420607
1541,420881
1542,421153
1543,421415
1544,421688
1545,421956
1546,422215
1547,422484
1548,422751
1549,423020
1550,423286
1551,423551
1552,423828
1553,424096
1554,424361
1555,424635
1556,424901
1557,425081
1558,425443
1559,425708
1560,425978
1561,426243
1562,426503
1563,426770
1564,427038
1565,427308
1566,427580
1567,427850
1568,428130
1569,428403
1570,428673
1571,428952
1572,429222
1573,429506
1574,429783
1575,429955
1576,430331
1577,430606
1578,430873
1579,431147
1580,431415
1581,431691
1582,431958
1583,432226
1584,432502
1585,432775
1586,433042
1587,433314
1588,433585
1589,433763
1590,434130
1591,434397
1592,434676
1593,434946
1594,435205
1595,435474
1596,435740
1597,436011
1598,436277
1599,436546
1600,436822
1601,437002
1602,437357
1603,437627
1604,437892
1605,438166
1606,438435
1607,438697
1608,438974
1609,439240
1610,439504
1611,439775
1612,440043
1613,440311
1614,440583
1615,440849
1616,441119
1617,441388
1618,441656
1619,441924
1620,442184
1621,442452
1622,442725
1623,442986
1624,443251
1625,443520
1626,443785
1627,444048
1628,444314
1629,444576
1630,444846
1631,445110
1632,445376
1633,445650
1634,445921
1635,446184
1636,446447
1637,446713
1638,446981
1639,447244
1640,447505
1641,447778
1642,448040
1643,448297
1644,448566
1645,448827
1646,449094
1647,449361
1648,449627
1649,449898
1650,450165
1651,450426
1652,450692
1653,450955
1654,451218
1655,451484
1656,451743
1657,452010
1658,452270
1659,452531
1660,452795
1661,453053
1662,453315
1663,453584
1664,453848
1665,454021
1666,454379
1667,454648
1668,454910
1669,455170
1670,455434
1671,455700
1672,455959
1673,456220
1674,456484
1675,456746
1676,457005
1677,457269
1678,457528
1679,457706
1680,458058
1681,458322
1682,458592
1683,458858
1684,459118
1685,459380
1686,459642
1687,459910
1688,460172
1689,460432
1690,460706
1691,460882
1692,461227
1693,461498
1694,461761
1695,462028
1696,462292
1697,462557
1698,462829
1699,463006
1700,463352
1701,463620
1702,463882
1703,464145
1704,464409
1705,464668
1706,464935
1707,465195
1708,465457
1709,465630
1710,465982
1711,466247
1712,466513
1713,466777
1714,467039
1715,467309
1716,467577
1717,467838
1718,468099
1719,468363
1720,468631
1721,468891
1722,469149
1723,469417
1724,469679
1725,469937
1726,470206
1727,470468
1728,470736
1729,471006
1730,471269
1731,471541
1732,471809
1733,472071
1734,472334
1735,472508
1736,472860
1737,473133
1738,473392
1739,473659
1740,473924
1741,474190
1742,474460
1743,474722
1744,474990
1745,475260
1746,475526
1747,475791
1748,476067
1749,476336
1750,476597
1751,476865
1752,477134
1753,477406
1754,477673
1755,477940
1756,478211
1757,478386
1758,478744
1759,479010
1760,479277
1761,479547
1762,479812
1763,480077
1764,480355
1765,480623
1766,480884
1767,481154
1768,481424
1769,481697
1770,481963
1771,482144
1772,482498
1773,482769
1774,483030
1775,483299
1776,483565
1777,483839
1778,484108
1779,484371
1780,484650
1781,484918
1782,485179
1783,485450
1784,485722
1785,485904
1786,486260
1787,486526
1788,486797
1789,487065
1790,487328
1791,487592
1792,487855
1793,488126
1794,488388
1795,488586
1796,488923
1797,489191
1798,489452
1799,489720
1800,489988
1801,490260
1802,490524
1803,490787
1804,491057
1805,491321
1806,491580
1807,491850
1808,492109
1809,492377
1810,492644
1811,492908
1812,493185
1813,493452
1814,493714
1815,493985
1816,494251
1817,494430
1818,494786
1819,495054
1820,495325
1821,495586
1822,495846
1823,496118
1824,496377
1825,496646
1826,496918
1827,497181
1828,497451
1829,497630
1830,497985
1831,498252
1832,498519
1833,498779
1834,499052
1835,499311
1836,499573
1837,499838
1838,500101
1839,500365
1840,500625
1841,500886
1842,501156
1843,501421
1844,501686
1845,501967
1846,502231
1847,502494
1848,502770
1849,503034
1850,503304
1851,503573
1852,503841
1853,504112
1854,504382
1855,504649
1856,504918
1857,505187
1858,505459
1859,505723
1860,505996
1861,506274
1862,506540
1863,506802
1864,507073
1865,507338
1866,507603
1867,507870
1868,508133
1869,508396
1870,508660
1871,508921
1872,509183
1873,509441
1874,509704
1875,509974
1876,510239
1877,510513
1878,510788
1879,511063
1880,511337
1881,511512
1882,511878
1883,512156
1884,512419
1885,512682
1886,512954
1887,513221
1888,513488
1889,513750
1890,514020
1891,514292
1892,514556
1893,514826
1894,515097
1895,515365
1896,515633
1897,515899
1898,516167
1899,516441
1900,516706
1901,516876
1902,517241
1903,517513
1904,517781
1905,518045
1906,518314
1907,518587
1908,518854
1909,519129
1910,519401
1911,519666
1912,519935
1913,520198
1914,520460
1915,520725
1916,520980
1917,521235
1918,521498
1919,521762
1920,522020
1921,522194
1922,522538
1923,522807
1924,523067
1925,523326
1926,523596
1927,523854
1928,524104
1929,524362
1930,524616
1931,524874
1932,525130
1933,525386
1934,525646
1935,525903
1936,526161
1937,526424
1938,526678
1939,526943
1940,527209
1941,527469
1942,527737
1943,527927
1944,528263
1945,528524
1946,528781
1947,529039
1948,529301
1949,529557
1950,529813
1951,530077
1952,530337
1953,530593
1954,530854
1955,531114
1956,531380
1957,531641
1958,531905
1959,532173
1960,532436
1961,532701
1962,532965
1963,533223
1964,533483
1965,533753
1966,534011
1967,534267
1968,534534
1969,534797
1970,535055
1971,535313
1972,535575
1973,535839
1974,536097
1975,536357
1976,536626
1977,536885
1978,537142
1979,537407
1980,537667
1981,537931
1982,538189
1983,538446
1984,538706
1985,538964
1986,539222
1987,539481
1988,539739
1989,540004
1990,540273
1991,540539
1992,540812
1993,541086
1994,541361
1995,541629
1996,541895
1997,542088
1998,542435
1999,542692
2000,542948
2001,543216
2002,543481
2003,543740
2004,544000
2005,544264
2006,544531
2007,544794
2008,545057
2009,545324
2010,545590
2011,545849
2012,546115
2013,546379
2014,546649
2015,546911
2016,547170
2017,547444
2018,547709
2019,547965
2020,548226
2021,548490
2022,548755
2023,549022
2024,549285
2025,549558
2026,549824
2027,550082
2028,550349
2029,550535
2030,550879
2031,551146
2032,551405
2033,551676
2034,551946
2035,552205
2036,552475
2037,552648
2038,553025
2039,553298
2040,553569
2041,553849
2042,554118
2043,554384
2044,554658
2045,554925
2046,555197
2047,555459
2048,555721
2049,555989
2050,556252
2051,556506
2052,556770
2053,557031
2054,557295
2055,557557
2056,557819
2057,558082
2058,558340
2059,558527
2060,558671
2061,559042
2062,559304
2063,559572
2064,559828
2065,560084
2066,560350
2067,560609
2068,560864
2069,561128
2070,561391
2071,561655
2072,561925
2073,562192
2074,562464
2075,562727
2076,562994
2077,563259
2078,563518
2079,563782
2080,563967
2081,564309
2082,564571
2083,564840
2084,565103
2085,565364
2086,565627
2087,565888
2088,566149
2089,566412
2090,566607
2091,566934
2092,567197
2093,567448
2094,567710
2095,567969
2096,568234
2097,568495
2098,568756
2099,569024
2100,569294
2101,569557
2102,569826
2103,570096
2104,570361
2105,570635
2106,570903
2107,571172
2108,571440
2109,571702
2110,571967
2111,572227
2112,572494
2113,572758
2114,573017
2115,573281
2116,573548
2117,573808
2118,574070
2119,574333
2120,574508
2121,574863
2122,575124
2123,575384
2124,575651
2125,575913
2126,576170
2127,576427
2128,576686
2129,576952
2130,577206
2131,577463
2132,577733
2133,577993
2134,578249
2135,578514
2136,578778
2137,579041
2138,579307
2139,579572
2140,579847
2141,580115
2142,580375
2143,580641
2144,580903
2145,581174
2146,581430
2147,581684
2148,581952
2149,582213
2150,582466
2151,582731
2152,582993
2153,583255
2154,583521
2155,583696
2156,584049
2157,584311
2158,584563
2159,584820
2160,585073
2161,585331
2162,585594
2163,585845
2164,586100
2165,586365
2166,586623
2167,586875
2168,587134
2169,587395
2170,587657
2171,587919
2172,588177
2173,588443
2174,588703
2175,588955
2176,589212
2177,589470
2178,589728
2179,589989
2180,590241
2181,590495
2182,590754
2183,591005
2184,591257
2185,591508
2186,591757
2187,592012
2188,592268
2189,592515
2190,592773
2191,593025
2192,593276
2193,593528
2194,593779
2195,594035
2196,594294
2197,594543
2198,594796
2199,595059
2200,595313
2201,595567
2202,595824
2203,596080
2204,596339
2205,596600
2206,596858
2207,597120
2208,597381
2209,597639
2210,597899
2211,598156
2212,598418
2213,598681
2214,598935
2215,599188
2216,599454
2217,599709
2218,599962
2219,600217
2220,600471
2221,600733
2222,600990
2223,601245
2224,601510
2225,601764
2226,602015
2227,602272
2228,602523
2229,602779
2230,603034
2231,603285
2232,603540
2233,603800
2234,604054
2235,604307
2236,604564
2237,604820
2238,605088
2239,605350
2240,605606
2241,605871
2242,606134
2243,606388
2244,606649
2245,606908
2246,607169
2247,607422
2248,607675
2249,607942
2250,608196
2251,608444
2252,608704
2253,608960
2254,609214
2255,609475
2256,609734
2257,609996
2258,610260
2259,610519
2260,610779
2261,611036
2262,611301
2263,611567
2264,611823
2265,612082
2266,612348
2267,612607
2268,612866
2269,613124
2270,613383
2271,613646
2272,613904
2273,614161
2274,614425
2275,614687
2276,614939
2277,615197
2278,615453
2279,615713
2280,615968
2281,616224
2282,616486
2283,616744
2284,616998
2285,617259
2286,617515
2287,617765
2288,618027
2289,618282
2290,618536
2291,618795
2292,619055
2293,619302
2294,619557
2295,619814
2296,620080
2297,620334
2298,620590
2299,620850
2300,621108
2301,621360
2302,621617
2303,621870
2304,622127
2305,622389
2306,622646
2307,622903
2308,623169
2309,623436
2310,623692
2311,623956
2312,624219
2313,624486
2314,624746
2315,624920
2316,625271
2317,625531
2318,625785
2319,626047
2320,626303
2321,626561
2322,626826
2323,627085
2324,627349
2325,627613
2326,627873
2327,628133
2328,628392
2329,628655
2330,628918
2331,629173
2332,629430
2333,629693
2334,629950
2335,630207
2336,630466
2337,630722
2338,630986
2339,631245
2340,631504
2341,631773
2342,632033
2343,632285
2344,632547
2345,632802
2346,633058
2347,633312
2348,633569
2349,633831
2350,634091
2351,634349
2352,634609
2353,634866
2354,635127
2355,635396
2356,635653
2357,635917
2358,636188
2359,636454
2360,636714
2361,636976
2362,637239
2363,637503
2364,637760
2365,638020
2366,638280
2367,638536
2368,638792
2369,639048
2370,639303
2371,639567
2372,639830
2373,640088
2374,640355
2375,640621
2376,640875
2377,641137
2378,641394
2379,641658
2380,641917
2381,642177
2382,642447
2383,642706
2384,642963
2385,643228
2386,643488
2387,643748
2388,644013
2389,644272
2390,644537
2391,644801
2392,645055
2393,645311
2394,645567
2395,645826
2396,646090
2397,646338
2398,646594
2399,646856
2400,647113
2401,647367
2402,647623
2403,647879
2404,648143
2405,648404
2406,648662
2407,648932
2408,649191
2409,649442
2410,649701
2411,649957
